time,RA,DEC,AZ,D(east),I(down), H,X (north),Y (east),Z (down),F(total)
264.65,354.398,-9.1021,-9.4604,7.76246227128,60.0789944793,21159.3375381,20965.444855,2857.91656354,36766.0177483,42420.0144521
264.67,354.393,-9.0742,-9.4835,7.76246227128,60.0789944793,21159.3375381,20965.444855,2857.91656354,36766.0177483,42420.0144521
264.69,354.3881,-9.0462,-9.4982,7.76248277576,60.0790523962,21159.3513388,20965.4575064,2857.92593047,36766.1276933,42420.1166269
264.71,354.3829,-9.0183,-9.516,7.76248277576,60.0790523962,21159.3513388,20965.4575064,2857.92593047,36766.1276933,42420.1166269
264.73,354.3777,-8.9906,-9.5386,7.76249416683,60.0790497485,21159.387034,20965.4923064,2857.9349199,36766.1857869,42420.1847824
264.75,354.3726,-8.9626,-9.5537,7.76250016293,60.0791125579,21159.3645428,20965.4697222,2857.93407615,36766.239934,42420.2204938
264.77,354.3675,-8.9347,-9.5678,7.76250016293,60.0791125579,21159.3645428,20965.4697222,2857.93407615,36766.239934,42420.2204938
264.79,354.3623,-8.907,-9.5875,7.76251726177,60.0791690768,21159.3794376,20965.4836276,2857.94234469,36766.349706,42420.3230644
264.81,354.357,-8.8789,-9.6023,7.76251726177,60.0791690768,21159.3794376,20965.4836276,2857.94234469,36766.349706,42420.3230644
264.83,354.3519,-8.8511,-9.6232,7.76252914594,60.0791662597,21159.4157714,20965.5190357,2857.95160083,36766.408658,42420.3922824
264.85,354.3469,-8.8231,-9.6461,7.76253514211,60.0792290689,21159.39328,20965.4964513,2857.95075707,36766.4628052,42420.4279939
264.87,354.342,-8.7954,-9.6648,7.76253514211,60.0792290689,21159.39328,20965.4964513,2857.95075707,36766.4628052,42420.4279939
264.89,354.3372,-8.7675,-9.6849,7.76255221337,60.0792846758,21159.4088877,20965.5110644,2857.95911183,36766.5724629,42420.5308211
264.91,354.332,-8.7396,-9.7039,7.76255221337,60.0792846758,21159.4088877,20965.5110644,2857.95911183,36766.5724629,42420.5308211
264.93,354.327,-8.7118,-9.715,7.76256375258,60.0792820241,21159.4455505,20965.5468157,2857.96828621,36766.6322323,42420.6009117
264.95,354.3218,-8.6838,-9.733,7.76256974881,60.0793448331,21159.423059,20965.5242311,2857.96744244,36766.6863796,42420.6366233
264.97,354.3165,-8.6561,-9.7533,7.76256974881,60.0793448331,21159.423059,20965.5242311,2857.96744244,36766.6863796,42420.6366233
264.99,354.3113,-8.6281,-9.7761,7.76259057742,60.0794036534,21159.4380813,20965.5380768,2857.97709303,36766.7997908,42420.7424118
265.01,354.3062,-8.6001,-9.794,7.76259057742,60.0794036534,21159.4380813,20965.5380768,2857.97709303,36766.7997908,42420.7424118
265.03,354.3011,-8.5722,-9.8118,7.76259937583,60.0794021677,21159.4749186,20965.5741377,2857.9852881,36766.8615943,42420.8143525
265.05,354.296,-8.5445,-9.8308,7.76260502452,60.0794613355,21159.4537307,20965.5528622,2857.98449324,36766.9126027,42420.8479939
265.07,354.291,-8.5166,-9.8436,7.76260502452,60.0794613355,21159.4537307,20965.5528622,2857.98449324,36766.9126027,42420.8479939
265.09,354.2858,-8.4886,-9.8652,7.76262259166,60.0795205791,21159.4690018,20965.5671171,2857.99298402,36767.0270754,42420.9548267
265.11,354.2806,-8.4607,-9.8806,7.76262259166,60.0795205791,21159.4690018,20965.5671171,2857.99298402,36767.0270754,42420.9548267
265.13,354.2756,-8.4329,-9.8959,7.76263751292,60.079516588,21159.5070963,20965.6041182,2858.00358939,36767.087345,42421.0260648
265.15,354.2703,-8.405,-9.9103,7.76264316167,60.0795757557,21159.4859083,20965.5828426,2858.00279452,36767.1383535,42421.0597063
265.17,354.2652,-8.3772,-9.934,7.76264316167,60.0795757557,21159.4859083,20965.5828426,2858.00279452,36767.1383535,42421.0597063
265.19,354.2602,-8.3495,-9.9516,7.76266052744,60.0796322667,21159.5025442,20965.5984598,2858.01139598,36767.2511425,42421.1657606
265.21,354.2554,-8.3215,-9.9694,7.76266052744,60.0796322667,21159.5025442,20965.5984598,2858.01139598,36767.2511425,42421.1657606
265.23,354.2504,-8.2937,-9.9909,7.76266944439,60.0796307778,21159.5401556,20965.6352818,2858.01973904,36767.3142869,42421.2392496
265.25,354.2453,-8.2659,-10.0078,7.76267544082,60.0796935863,21159.5176636,20965.6126968,2858.01889524,36767.3684345,42421.2749614
265.27,354.2402,-8.238,-10.0224,7.76267544082,60.0796935863,21159.5176636,20965.6126968,2858.01889524,36767.3684345,42421.2749614
265.29,354.2351,-8.21,-10.0388,7.76269604255,60.0797478492,21159.5356699,20965.6295104,2858.02886593,36767.4802686,42421.3808718
265.31,354.2302,-8.1823,-10.0526,7.76269604255,60.0797478492,21159.5356699,20965.6295104,2858.02886593,36767.4802686,42421.3808718
265.33,354.225,-8.1543,-10.0729,7.76270784845,60.0797451903,21159.5740745,20965.6669741,2858.03837327,36767.5430548,42421.4544458
265.35,354.2199,-8.1265,-10.0902,7.76271384495,60.0798079987,21159.5515823,20965.6443889,2858.03752947,36767.5972024,42421.4901577
265.37,354.2145,-8.0986,-10.1107,7.76271384495,60.0798079987,21159.5515823,20965.6443889,2858.03752947,36767.5972024,42421.4901577
265.39,354.2095,-8.0708,-10.1325,7.76273170662,60.0798681464,21159.5678816,20965.6596479,2858.04626697,36767.7148066,42421.6002177
265.41,354.2044,-8.0428,-10.1474,7.76273170662,60.0798681464,21159.5678816,20965.6596479,2858.04626697,36767.7148066,42421.6002177
265.43,354.1993,-8.015,-10.1679,7.76274077171,60.0798666535,21159.6064606,20965.6974212,2858.05479498,36767.779627,42421.6756419
265.45,354.1942,-7.9872,-10.1888,7.76274642065,60.0799258207,21159.5852721,20965.6761451,2858.05400009,36767.8306358,42421.7092837
265.47,354.1891,-7.9593,-10.2079,7.76274642065,60.0799258207,21159.5852721,20965.6761451,2858.05400009,36767.8306358,42421.7092837
265.49,354.1841,-7.9314,-10.2183,7.7627675183,60.0799837203,21159.6029419,20965.6926005,2858.06410683,36767.947285,42421.8191997
265.51,354.1792,-7.9036,-10.2349,7.7627675183,60.0799837203,21159.6029419,20965.6926005,2858.06410683,36767.947285,42421.8191997
265.53,354.1742,-7.8758,-10.2556,7.76277950196,60.0799810566,21159.6425076,20965.7312058,2858.0738361,36768.0120822,42421.8950959
265.55,354.1691,-7.8481,-10.2778,7.7627854986,60.0800438646,21159.620015,20965.7086203,2858.07299228,36768.06623,42421.930808
265.57,354.164,-7.8202,-10.2941,7.7627854986,60.0800438646,21159.620015,20965.7086203,2858.07299228,36768.06623,42421.930808
265.59,354.1586,-7.7923,-10.3182,7.76280316094,60.080100367,21159.6385855,20965.7261396,2858.08196366,36768.1823714,42422.0407332
265.61,354.1536,-7.7645,-10.3266,7.76280316094,60.080100367,21159.6385855,20965.7261396,2858.08196366,36768.1823714,42422.0407332
265.63,354.1483,-7.7365,-10.3433,7.76281517428,60.0800977025,21159.6783448,20965.7649352,2858.09172998,36768.2475041,42422.1170167
265.65,354.1433,-7.7091,-10.3622,7.76282108408,60.0801596001,21159.6561781,20965.7426768,2858.09089839,36768.3008673,42422.1522113
265.67,354.1383,-7.6812,-10.3808,7.76282108408,60.0801596001,21159.6561781,20965.7426768,2858.09089839,36768.3008673,42422.1522113
265.69,354.1331,-7.6534,-10.3947,7.76283921001,60.0802159338,21159.6751935,20965.7606138,2858.10009952,36768.4175323,42422.2628124
265.71,354.128,-7.6253,-10.4161,7.76283921001,60.0802159338,21159.6751935,20965.7606138,2858.10009952,36768.4175323,42422.2628124
265.73,354.123,-7.5974,-10.4324,7.76285134184,60.0802132661,21159.7157268,20965.8001705,2858.11001378,36768.4840055,42422.3406439
265.75,354.1178,-7.5695,-10.4526,7.76285733861,60.0802760738,21159.693234,20965.7775846,2858.10916995,36768.5381536,42422.3763562
265.77,354.1128,-7.5417,-10.4763,7.76285733861,60.0802760738,21159.693234,20965.7775846,2858.10916995,36768.5381536,42422.3763562
265.79,354.1078,-7.5137,-10.4869,7.76287870126,60.0803348783,21159.7117385,20965.7948539,2858.11948648,36768.6575994,42422.4891127
265.81,354.1029,-7.4858,-10.4991,7.76287870126,60.0803348783,21159.7117385,20965.7948539,2858.11948648,36768.6575994,42422.4891127
265.83,354.0978,-7.4581,-10.5137,7.76288765841,60.0803335443,21159.7521948,20965.8344927,2858.12822869,36768.725919,42422.5685061
265.85,354.093,-7.4302,-10.5329,7.76289322069,60.0803918006,21159.7313317,20965.8135433,2858.127446,36768.7761434,42422.6016307
265.87,354.0878,-7.4023,-10.5537,7.76289322069,60.0803918006,21159.7313317,20965.8135433,2858.127446,36768.7761434,42422.6016307
265.89,354.0828,-7.3743,-10.5717,7.76291184258,60.080451771,21159.7500105,20965.831122,2858.13678319,36768.8976237,42422.7162376
265.91,354.0777,-7.3464,-10.5899,7.76291184258,60.080451771,21159.7500105,20965.831122,2858.13678319,36768.8976237,42422.7162376
265.93,354.0726,-7.3186,-10.6046,7.76292732696,60.0804477647,21159.7917822,20965.8717384,2858.14809156,36768.9642624,42422.79483
265.95,354.0677,-7.2905,-10.627,7.76293332387,60.0805105721,21159.7692889,20965.8491522,2858.14724771,36769.0184106,42422.8305425
265.97,354.0627,-7.2625,-10.6502,7.76293332387,60.0805105721,21159.7692889,20965.8491522,2858.14724771,36769.0184106,42422.8305425
265.99,354.0574,-7.2343,-10.6631,7.76295125322,60.0805670666,21159.7896007,20965.8683834,2858.15655208,36769.1375696,42422.943952
266.01,354.0525,-7.2062,-10.6781,7.76295125322,60.0805670666,21159.7896007,20965.8683834,2858.15655208,36769.1375696,42422.943952
266.03,354.0472,-7.1786,-10.6931,7.76296356292,60.0805643941,21159.8312953,20965.9090818,2858.16668839,36769.2060545,42423.0241063
266.05,354.0422,-7.1505,-10.7142,7.76296947299,60.080626291,21159.8091279,20965.8868227,2858.16585676,36769.2594181,42423.0593014
266.07,354.0373,-7.1226,-10.7372,7.76296947299,60.080626291,21159.8091279,20965.8868227,2858.16585676,36769.2594181,42423.0593014
266.09,354.0321,-7.0947,-10.7568,7.7629874913,60.080682783,21159.83002,20965.9066246,2858.1752721,36769.3795828,42423.1738721
266.11,354.0269,-7.0665,-10.7761,7.7629874913,60.080682783,21159.83002,20965.9066246,2858.1752721,36769.3795828,42423.1738721
266.13,354.0217,-7.0386,-10.7955,7.76300029414,60.0806799412,21159.8723532,20965.9479311,2858.18567516,36769.4489264,42423.2550892
266.15,354.0165,-7.0106,-10.8098,7.76300594354,60.0807391072,21159.8511637,20965.9266539,2858.18488022,36769.4999359,42423.2887316
266.17,354.0114,-6.9824,-10.8247,7.76300594354,60.0807391072,21159.8511637,20965.9266539,2858.18488022,36769.4999359,42423.2887316
266.19,354.0065,-6.9544,-10.8394,7.76302436886,60.0807992385,21159.8711388,20965.9455269,2858.19432065,36769.6239103,42423.406147
266.21,354.0015,-6.9265,-10.8529,7.76302436886,60.0807992385,21159.8711388,20965.9455269,2858.19432065,36769.6239103,42423.406147
266.23,353.9964,-6.8986,-10.876,7.76303682674,60.0807965619,21159.9138011,20965.9871767,2858.20464197,36769.6940715,42423.4882369
266.25,353.9917,-6.8709,-10.8978,7.76304247621,60.0808557278,21159.8926113,20965.9658993,2858.20384702,36769.7450811,42423.5218794
266.27,353.9867,-6.8428,-10.909,7.76304247621,60.0808557278,21159.8926113,20965.9658993,2858.20384702,36769.7450811,42423.5218794
266.29,353.9816,-6.8149,-10.9268,7.76306087398,60.080914947,21159.9132994,20965.98548,2858.2133737,36769.8689415,42423.6395517
266.31,353.9769,-6.7868,-10.947,7.76306087398,60.080914947,21159.9132994,20965.98548,2858.2133737,36769.8689415,42423.6395517
266.33,353.9717,-6.759,-10.9611,7.76307382502,60.0809121011,21159.9566003,20966.027738,2858.22396178,36769.9399614,42423.7227043
266.35,353.9667,-6.7312,-10.9791,7.76307982221,60.0809749079,21159.9341064,20966.0051511,2858.2231179,36769.9941101,42423.7584172
266.37,353.9617,-6.7032,-10.9995,7.76307982221,60.0809749079,21159.9341064,20966.0051511,2858.2231179,36769.9941101,42423.7584172
266.39,353.9567,-6.6755,-11.0134,7.76309804821,60.0810313938,21159.9563529,20966.0262845,2858.23279226,36770.116622,42423.8756981
266.41,353.9517,-6.6475,-11.0387,7.76309804821,60.0810313938,21159.9563529,20966.0262845,2858.23279226,36770.116622,42423.8756981
266.43,353.9466,-6.6198,-11.0596,7.7631138883,60.0810273778,21160.0004471,20966.0691844,2858.2445447,36770.1872837,42423.9589359
266.45,353.9416,-6.5918,-11.0852,7.76311979866,60.0810892742,21159.978279,20966.0469246,2858.24371305,36770.2406477,42423.9941314
266.47,353.9365,-6.5641,-11.0998,7.76311979866,60.0810892742,21159.978279,20966.0469246,2858.24371305,36770.2406477,42423.9941314
266.49,353.9312,-6.5363,-11.1085,7.76313484999,60.0811470937,21160.0004483,20966.0681399,2858.25221532,36770.3650062,42424.1129744
266.51,353.9263,-6.5086,-11.1159,7.76313484999,60.0811470937,21160.0004483,20966.0681399,2858.25221532,36770.3650062,42424.1129744
266.53,353.9212,-6.4808,-11.1386,7.76314794923,60.0811442438,21160.044717,20966.1113494,2858.26298842,36770.4377025,42424.1980626
266.55,353.916,-6.4529,-11.161,7.76315394657,60.0812070502,21160.0222227,20966.0887621,2858.26214452,36770.4918514,42424.2337758
266.57,353.9112,-6.425,-11.1752,7.76315394657,60.0812070502,21160.0222227,20966.0887621,2858.26214452,36770.4918514,42424.2337758
266.59,353.9059,-6.3969,-11.1924,7.76317587301,60.0812658382,21160.0444033,20966.1096455,2858.27316412,36770.6176681,42424.3538883
266.61,353.901,-6.369,-11.2116,7.76317587301,60.0812658382,21160.0444033,20966.1096455,2858.27316412,36770.6176681,42424.3538883
266.63,353.896,-6.3409,-11.2307,7.76318862729,60.0812631536,21160.0890011,20966.1531983,2858.2838555,36770.691182,42424.4398494
266.65,353.891,-6.3131,-11.2502,7.76319419011,60.0813214086,21160.0681367,20966.1322476,2858.28307274,36770.7414072,42424.4729747
266.67,353.8861,-6.2852,-11.2693,7.76319419011,60.0813214086,21160.0681367,20966.1322476,2858.28307274,36770.7414072,42424.4729747
266.69,353.8811,-6.2574,-11.2894,7.76320970785,60.0813828656,21160.0897759,20966.1529144,2858.29167413,36770.8702464,42424.5954371
266.71,353.8762,-6.2296,-11.3077,7.76320970785,60.0813828656,21160.0897759,20966.1529144,2858.29167413,36770.8702464,42424.5954371
266.73,353.8713,-6.2016,-11.3186,7.76322578509,60.0813788432,21160.1354184,20966.1973366,2858.30372263,36770.9435902,42424.6817718
266.75,353.8664,-6.1738,-11.3386,7.76323178257,60.0814416493,21160.1129238,20966.1747489,2858.30287872,36770.9977394,42424.7174852
266.77,353.8615,-6.1458,-11.3506,7.76323178257,60.0814416493,21160.1129238,20966.1747489,2858.30287872,36770.9977394,42424.7174852
266.79,353.8567,-6.1178,-11.3703,7.76325067991,60.0814979604,21160.1369697,20966.1976317,2858.31304192,36771.1231225,42424.8381525
266.81,353.8517,-6.09,-11.3903,7.76325067991,60.0814979604,21160.1369697,20966.1976317,2858.31304192,36771.1231225,42424.8381525
266.83,353.8468,-6.0619,-11.409,7.76326355281,60.0814952727,21160.1823418,20966.2419457,2858.32388136,36771.1979778,42424.9256624
266.85,353.8418,-6.0339,-11.4302,7.76326946345,60.0815571683,21160.160173,20966.2196852,2858.32304967,36771.2513424,42424.9608583
266.87,353.837,-6.0058,-11.4418,7.76326946345,60.0815571683,21160.160173,20966.2196852,2858.32304967,36771.2513424,42424.9608583
266.89,353.832,-5.9777,-11.4591,7.76328515913,60.0816186201,21160.1829731,20966.2414934,2858.33187304,36771.3821933,42425.0856436
266.91,353.8271,-5.9498,-11.4782,7.76328515913,60.0816186201,21160.1829731,20966.2414934,2858.33187304,36771.3821933,42425.0856436
266.93,353.8219,-5.922,-11.4893,7.76330135501,60.0816145946,21160.22939,20966.2866768,2858.34406963,36771.4568786,42425.1735271
266.95,353.817,-5.8938,-11.5123,7.76330700495,60.0816737594,21160.208199,20966.2653983,2858.34327463,36771.5078889,42425.2071704
266.97,353.8122,-5.8658,-11.5339,7.76330700495,60.0816737594,21160.208199,20966.2653983,2858.34327463,36771.5078889,42425.2071704
266.99,353.8073,-5.838,-11.5509,7.76332605065,60.0817300662,21160.2332124,20966.2892322,2858.35362286,36771.6349488,42425.3297737
267.01,353.8022,-5.81,-11.5663,7.76332605065,60.0817300662,21160.2332124,20966.2892322,2858.35362286,36771.6349488,42425.3297737
267.03,353.7971,-5.7821,-11.5873,7.76333907177,60.0817273744,21160.2795522,20966.3344977,2858.36464735,36771.7114807,42425.4192194
267.05,353.7922,-5.7542,-11.6128,7.76334463485,60.0817856289,21160.2586872,20966.3135464,2858.36386457,36771.7617063,42425.4523452
267.07,353.7873,-5.7262,-11.6294,7.76334463485,60.0817856289,21160.2586872,20966.3135464,2858.36386457,36771.7617063,42425.4523452
267.09,353.7822,-5.6982,-11.6379,7.76336371297,60.081845741,21160.2829189,20966.3366042,2858.37411912,36771.8930582,42425.5782788
267.11,353.7771,-5.6704,-11.6495,7.76336371297,60.081845741,21160.2829189,20966.3366042,2858.37411912,36771.8930582,42425.5782788
267.13,353.7722,-5.6425,-11.6711,7.7633767934,60.0818430476,21160.3296459,20966.3822504,2858.38521766,36771.9702609,42425.668499
267.15,353.7673,-5.6146,-11.6896,7.76338279118,60.081905853,21160.3071506,20966.3596621,2858.38437372,36772.0244106,42425.7042129
267.17,353.7622,-5.5865,-11.7108,7.76338279118,60.081905853,21160.3071506,20966.3596621,2858.38437372,36772.0244106,42425.7042129
267.19,353.7574,-5.5584,-11.7294,7.76340201486,60.0819621547,21160.3333249,20966.3846374,2858.39494397,36772.1534823,42425.8291392
267.21,353.7528,-5.5306,-11.744,7.76340201486,60.0819621547,21160.3333249,20966.3846374,2858.39494397,36772.1534823,42425.8291392
267.23,353.7478,-5.5025,-11.7613,7.76341838869,60.0819581243,21160.3809033,20966.4309628,2858.40736271,36772.2301798,42425.9193462
267.25,353.7431,-5.4745,-11.7757,7.76342429962,60.0820200193,21160.3587338,20966.4087017,2858.406531,36772.2835449,42425.9545426
267.27,353.7382,-5.4469,-11.7921,7.76342429962,60.0820200193,21160.3587338,20966.4087017,2858.406531,36772.2835449,42425.9545426
267.29,353.7332,-5.419,-11.8112,7.76344026242,60.0820814632,21160.3832753,20966.4322219,2858.41568746,36772.4174145,42426.0828131
267.31,353.7281,-5.391,-11.83,7.76344026242,60.0820814632,21160.3832753,20966.4322219,2858.41568746,36772.4174145,42426.0828131
267.33,353.7231,-5.3632,-11.8508,7.7634535207,60.082078765,21160.4311636,20966.4790099,2858.42700804,36772.4966289,42426.1753562
267.35,353.718,-5.3353,-11.875,7.76345917092,60.0821379292,21160.409972,20966.4577306,2858.426213,36772.5476397,42426.2089999
267.37,353.7131,-5.3076,-11.8943,7.76345917092,60.0821379292,21160.409972,20966.4577306,2858.426213,36772.5476397,42426.2089999
267.39,353.7083,-5.2797,-11.9058,7.76348157438,60.0821957904,21160.4361549,20966.4825558,2858.43794808,36772.6790437,42426.3359521
267.41,353.7033,-5.2519,-11.9213,7.76348157438,60.0821957904,21160.4361549,20966.4825558,2858.43794808,36772.6790437,42426.3359521
267.43,353.6981,-5.224,-11.9322,7.76349532585,60.0821929229,21160.484682,20966.529952,2858.44953545,36772.7591169,42426.4295581
267.45,353.6933,-5.1961,-11.9541,7.76350097614,60.0822520869,21160.4634902,20966.5086726,2858.44874042,36772.8101279,42426.4632019
267.47,353.6882,-5.1683,-11.9694,7.76350097614,60.0822520869,21160.4634902,20966.5086726,2858.44874042,36772.8101279,42426.4632019
267.49,353.6832,-5.1405,-11.9909,7.76352032144,60.0823121911,21160.4894634,20966.5334426,2858.45932811,36772.9444986,42426.592621
267.51,353.6781,-5.1124,-12.0056,7.76352032144,60.0823121911,21160.4894634,20966.5334426,2858.45932811,36772.9444986,42426.592621
267.53,353.6729,-5.0845,-12.0276,7.76353366874,60.0823094905,21160.5379326,20966.5808017,2858.47075982,36773.0247195,42426.6863262
267.55,353.6681,-5.0565,-12.0451,7.76353966682,60.0823722953,21160.5154366,20966.5582126,2858.46991585,36773.0788698,42426.7220405
267.57,353.6632,-5.0286,-12.0595,7.76353966682,60.0823722953,21160.5154366,20966.5582126,2858.46991585,36773.0788698,42426.7220405
267.59,353.6582,-5.0006,-12.0829,7.7635587534,60.082428756,21160.5432944,20966.5848628,2858.48066349,36773.2111074,42426.8505508
267.61,353.6531,-4.9727,-12.1021,7.7635587534,60.082428756,21160.5432944,20966.5848628,2858.48066349,36773.2111074,42426.8505508
267.63,353.6481,-4.9446,-12.1235,7.7635725939,60.0824258861,21160.5924023,20966.6328301,2858.49236201,36773.2921872,42426.945319
267.65,353.6433,-4.9167,-12.134,7.76357850513,60.0824877805,21160.5702321,20966.6105682,2858.49153026,36773.3455528,42426.9805159
267.67,353.6384,-4.8887,-12.1448,7.76357850513,60.0824877805,21160.5702321,20966.6105682,2858.49153026,36773.3455528,42426.9805159
267.69,353.6334,-4.8607,-12.1605,7.76359799883,60.0825478803,21160.5971728,20966.6362894,2858.50230303,36773.4816006,42427.1118713
267.71,353.6283,-4.8329,-12.1823,7.76359799883,60.0825478803,21160.5971728,20966.6362894,2858.50230303,36773.4816006,42427.1118713
267.73,353.6232,-4.8049,-12.2005,7.763611524,60.0825451749,21160.6468034,20966.6847904,2858.51395681,36773.5638334,42427.2078995
267.75,353.6182,-4.7769,-12.2188,7.76361717451,60.0826043385,21160.6256111,20966.6635104,2858.51316175,36773.6148448,42427.2415437
267.77,353.6132,-4.7491,-12.234,7.76361717451,60.0826043385,21160.6256111,20966.6635104,2858.51316175,36773.6148448,42427.2415437
267.79,353.6083,-4.7212,-12.2516,7.76363664068,60.0826635264,21160.6532649,20966.6899395,2858.5240208,36773.7507788,42427.3731562
267.81,353.6035,-4.6933,-12.2695,7.76363664068,60.0826635264,21160.6532649,20966.6899395,2858.5240208,36773.7507788,42427.3731562
267.83,353.5984,-4.6654,-12.2946,7.76365062944,60.0826606524,21160.7033407,20966.7388584,2858.53590441,36773.8335355,42427.4698606
267.85,353.5936,-4.6373,-12.3153,7.76365628002,60.0827198158,21160.6821483,20966.7175783,2858.53510935,36773.884547,42427.5035049
267.87,353.5886,-4.6094,-12.3339,7.76365628002,60.0827198158,21160.6821483,20966.7175783,2858.53510935,36773.884547,42427.5035049
267.89,353.5837,-4.5816,-12.3479,7.76367880855,60.0827749352,21160.7118248,20966.7458589,2858.54736234,36774.0179568,42427.6339385
267.91,353.5785,-4.5537,-12.3643,7.76367880855,60.0827749352,21160.7118248,20966.7458589,2858.54736234,36774.0179568,42427.6339385
267.93,353.5734,-4.5257,-12.3749,7.76368924783,60.0827735611,21160.7619592,20966.7950129,2858.55795501,36774.1030424,42427.7326906
267.95,353.5685,-4.4977,-12.3924,7.76369524622,60.0828363652,21160.7394624,20966.772423,2858.55711101,36774.1571933,42427.7684055
267.97,353.5636,-4.4699,-12.4126,7.76369524622,60.0828363652,21160.7394624,20966.772423,2858.55711101,36774.1571933,42427.7684055
267.99,353.5586,-4.4419,-12.4327,7.76371457039,60.0828928189,21160.7688683,20966.8005953,2858.56815487,36774.292115,42427.9000147
268.01,353.5537,-4.4139,-12.4445,7.76371457039,60.0828928189,21160.7688683,20966.8005953,2858.56815487,36774.292115,42427.9000147
268.03,353.5489,-4.3861,-12.4603,7.76373156692,60.0828887717,21160.8205118,20966.8509174,2858.58135101,36774.3758547,42427.9983529
268.05,353.5438,-4.3584,-12.4875,7.76373747846,60.0829506654,21160.7983408,20966.8286547,2858.58051924,36774.4292209,42428.0335503
268.07,353.539,-4.3301,-12.5008,7.76373747846,60.0829506654,21160.7983408,20966.8286547,2858.58051924,36774.4292209,42428.0335503
268.09,353.5341,-4.3026,-12.5219,7.76375761405,60.0830105913,21160.8268876,20966.8559353,2858.59174402,36774.5678059,42428.1679063
268.11,353.5293,-4.2745,-12.539,7.76375761405,60.0830105913,21160.8268876,20966.8559353,2858.59174402,36774.5678059,42428.1679063
268.13,353.5241,-4.2465,-12.5549,7.76376820159,60.0830092132,21160.8779899,20966.9060409,2858.60252179,36774.6545685,42428.2685946
268.15,353.5191,-4.2186,-12.5702,7.76377385239,60.0830683762,21160.8567969,20966.8847602,2858.60172671,36774.7055805,42428.3022393
268.17,353.5142,-4.1906,-12.5861,7.76377385239,60.0830683762,21160.8567969,20966.8847602,2858.60172671,36774.7055805,42428.3022393
268.19,353.5094,-4.1628,-12.6034,7.76379684958,60.08312622,21160.88685,20966.9133904,2858.61420218,36774.843693,42428.4369371
268.21,353.5044,-4.1348,-12.6218,7.76379684958,60.08312622,21160.88685,20966.9133904,2858.61420218,36774.843693,42428.4369371
268.23,353.4994,-4.1067,-12.6423,7.76381070101,60.0831235057,21160.9386103,20966.9639851,2858.62626328,36774.9296154,42428.5372254
268.25,353.4944,-4.0788,-12.658,7.76381635188,60.0831826686,21160.9174171,20966.9427043,2858.62546819,36774.9806276,42428.5708702
268.27,353.4895,-4.0509,-12.6795,7.76381635188,60.0831826686,21160.9174171,20966.9427043,2858.62546819,36774.9806276,42428.5708702
268.29,353.4845,-4.023,-12.6967,7.76383666553,60.0832425893,21160.947125,20966.9711264,2858.63691505,36775.121225,42428.7075497
268.31,353.4795,-3.9948,-12.7104,7.76383666553,60.0832425893,21160.947125,20966.9711264,2858.63691505,36775.121225,42428.7075497
268.33,353.4744,-3.9669,-12.7349,7.76384740133,60.0832412072,21160.9991952,20967.0221837,2858.64787793,36775.2096646,42428.8101744
268.35,353.4696,-3.9391,-12.7499,7.76385340002,60.0833040106,21160.9766976,20966.999593,2858.64703391,36775.2638161,42428.8458898
268.37,353.4643,-3.9113,-12.7718,7.76385340002,60.0833040106,21160.9766976,20966.999593,2858.64703391,36775.2638161,42428.8458898
268.39,353.4595,-3.8831,-12.7906,7.76387616831,60.0833582101,21161.0088291,20967.0302939,2858.65970647,36775.4001317,42428.9800668
268.41,353.4543,-3.8553,-12.8056,7.76387616831,60.0833582101,21161.0088291,20967.0302939,2858.65970647,36775.4001317,42428.9800668
268.43,353.4493,-3.8272,-12.8227,7.76389019764,60.0833554911,21161.0617508,20967.0820306,2858.67198967,36775.4880663,42429.0826784
268.45,353.4445,-3.7993,-12.8355,7.76389619642,60.0834182943,21161.039253,20967.0594397,2858.67114564,36775.542218,42429.118394
268.47,353.4395,-3.7715,-12.8482,7.76389619642,60.0834182943,21161.039253,20967.0594397,2858.67114564,36775.542218,42429.118394
268.49,353.4347,-3.7432,-12.8676,7.76391665851,60.0834782107,21161.0699285,20967.0888131,2858.68277763,36775.6844928,42429.2570102
268.51,353.4295,-3.7154,-12.8845,7.76391665851,60.0834782107,21161.0699285,20967.0888131,2858.68277763,36775.6844928,42429.2570102
268.53,353.4245,-3.6876,-12.9089,7.76393071757,60.0834754908,21161.123044,20967.1407403,2858.69509794,36775.7727633,42429.3600096
268.55,353.4196,-3.6598,-12.9327,7.76393636867,60.0835346532,21161.1018503,20967.1194588,2858.69430283,36775.8237759,42429.3936548
268.57,353.4145,-3.6318,-12.953,7.76393636867,60.0835346532,21161.1018503,20967.1194588,2858.69430283,36775.8237759,42429.3936548
268.59,353.4095,-3.6039,-12.9633,7.76395642858,60.0835938237,21161.1333744,20967.1496931,2858.70590232,36775.9664193,42429.5330137
268.61,353.4046,-3.576,-12.9738,7.76395642858,60.0835938237,21161.1333744,20967.1496931,2858.70590232,36775.9664193,42429.5330137
268.63,353.3995,-3.5482,-12.9896,7.7639705766,60.0835911014,21161.1870707,20967.2021912,2858.71833369,36776.055696,42429.6371749
268.65,353.3944,-3.5204,-13.0073,7.76397622777,60.0836502636,21161.1658767,20967.1809096,2858.71753858,36776.1067087,42429.6708202
