time,RA,DEC,AZ,D(east),I(down), H,X (north),Y (east),Z (down),F(total)
157.15,168.9827,-23.7624,-116.4131,7.80771597047,59.9501916373,21671.5671053,21470.6620299,2944.06059644,37461.0104833,43277.9866355
157.17,168.9744,-23.786,-116.4335,7.80771597047,59.9501916373,21671.5671053,21470.6620299,2944.06059644,37461.0104833,43277.9866355
157.19,168.9662,-23.8099,-116.445,7.80765575231,59.9502545331,21671.0674606,21470.1701113,2943.97015495,37460.2416791,43277.0709676
157.21,168.958,-23.8336,-116.4657,7.80765575231,59.9502545331,21671.0674606,21470.1701113,2943.97015495,37460.2416791,43277.0709676
157.23,168.9498,-23.8573,-116.482,7.8075894173,59.9502543769,21670.5909218,21469.7013985,2943.88056128,37459.4177067,43276.1191169
157.25,168.9416,-23.881,-116.5058,7.8075954771,59.9503165136,21670.5683627,21469.6787372,2943.87976741,37459.4724357,43276.1551934
157.27,168.9333,-23.9045,-116.5202,7.8075954771,59.9503165136,21670.5683627,21469.6787372,2943.87976741,37459.4724357,43276.1551934
157.29,168.9252,-23.9281,-116.5337,7.80753251468,59.9503805855,21670.0689354,21469.1871746,2943.78832923,37458.7057732,43275.2414882
157.31,168.9169,-23.9517,-116.5451,7.80753251468,59.9503805855,21670.0689354,21469.1871746,2943.78832923,37458.7057732,43275.2414882
157.33,168.9085,-23.9755,-116.564,7.80746624419,59.9503804265,21669.5928259,21468.7188834,2943.6988202,37457.8825343,43274.2904874
157.35,168.9002,-23.9992,-116.5763,7.80747239275,59.9504434767,21669.569936,21468.6958898,2943.69801459,37457.9380654,43274.3270927
157.37,168.892,-24.023,-116.5936,7.80747239275,59.9504434767,21669.569936,21468.6958898,2943.69801459,37457.9380654,43274.3270927
157.39,168.884,-24.0466,-116.6126,7.80741264959,59.950505283,21669.0717421,21468.2053834,2943.60795233,37457.1701097,43273.4128858
157.41,168.8756,-24.0702,-116.6249,7.80741264959,59.950505283,21669.0717421,21468.2053834,2943.60795233,37457.1701097,43273.4128858
157.43,168.8673,-24.0939,-116.6434,7.80734647389,59.9505051202,21668.5962614,21467.7377101,2943.51856637,37456.347948,43272.4631324
157.45,168.8593,-24.1175,-116.6682,7.80735226567,59.950564515,21668.5746994,21467.7160504,2943.51780741,37456.4002574,43272.4976139
157.47,168.851,-24.1416,-116.6775,7.80735226567,59.950564515,21668.5746994,21467.7160504,2943.51780741,37456.4002574,43272.4976139
157.49,168.8427,-24.1654,-116.7078,7.80728902606,59.9506287493,21668.0760733,21467.2252951,2943.42637847,37455.6352087,43271.5857071
157.51,168.8343,-24.189,-116.7176,7.80728902606,59.9506287493,21668.0760733,21467.2252951,2943.42637847,37455.6352087,43271.5857071
157.53,168.826,-24.2128,-116.7312,7.80722332038,59.950628415,21667.6010807,21466.7580808,2943.33723705,37454.8136281,43270.636701
157.55,168.818,-24.2366,-116.7534,7.80722937912,59.9506905509,21667.5785243,21466.7354223,2943.33644298,37454.8683491,43270.6727722
157.57,168.8099,-24.2603,-116.7665,7.80722937912,59.9506905509,21667.5785243,21466.7354223,2943.33644298,37454.8683491,43270.6727722
157.59,168.8015,-24.284,-116.7856,7.80716623396,59.950754781,21667.0805279,21466.2452857,2943.24513711,37454.1043746,43269.7621106
157.61,168.7935,-24.308,-116.8002,7.80716623396,59.950754781,21667.0805279,21466.2452857,2943.24513711,37454.1043746,43269.7621106
157.63,168.7853,-24.3316,-116.8232,7.80710062305,59.950754443,21666.606164,21465.7786891,2943.15611873,37453.2838709,43268.8143514
157.65,168.7771,-24.3555,-116.8453,7.80710677053,59.9508174923,21666.5832769,21465.7556983,2943.15531292,37453.3393939,43268.8509513
157.67,168.7692,-24.3793,-116.8607,7.80710677053,59.9508174923,21666.5832769,21465.7556983,2943.15531292,37453.3393939,43268.8509513
157.69,168.7609,-24.403,-116.8728,7.80704684454,59.9508794569,21666.0865135,21465.2666176,2943.06538271,37452.5741261,43267.9397878
157.71,168.7529,-24.4267,-116.885,7.80704684454,59.9508794569,21666.0865135,21465.2666176,2943.06538271,37452.5741261,43267.9397878
157.73,168.7448,-24.4503,-116.9041,7.80698092286,59.9508792836,21665.6127193,21464.800601,2942.97632739,37451.7548515,43266.9933779
157.75,168.7366,-24.474,-116.9257,7.80698671363,59.9509386777,21665.5911598,21464.7789439,2942.97556823,37451.8071533,43267.0278544
157.77,168.7283,-24.4977,-116.9468,7.80698671363,59.9509386777,21665.5911598,21464.7789439,2942.97556823,37451.8071533,43267.0278544
157.79,168.7201,-24.5215,-116.9622,7.8069237459,59.950999078,21665.0954087,21464.291022,2942.88463806,37451.0412685,43266.1166638
157.81,168.7118,-24.5455,-116.9757,7.8069237459,59.950999078,21665.0954087,21464.291022,2942.88463806,37451.0412685,43266.1166638
157.83,168.7034,-24.5693,-116.9883,7.8068578887,59.9509989019,21664.6220432,21463.8254265,2942.79566727,37450.222727,43265.1711031
157.85,168.6951,-24.593,-117.0071,7.80686403546,59.9510619507,21664.5991579,21463.8024375,2942.79486132,37450.2782446,43265.2076994
157.87,168.6871,-24.617,-117.0229,7.80686403546,59.9510619507,21664.5991579,21463.8024375,2942.79486132,37450.2782446,43265.2076994
157.89,168.6789,-24.6408,-117.0437,7.80680423768,59.9511239091,21664.103254,21463.3142011,2942.7051,37449.5144375,43264.2982308
157.91,168.6709,-24.6647,-117.058,7.80680423768,59.9511239091,21664.103254,21463.3142011,2942.7051,37449.5144375,43264.2982308
157.93,168.6629,-24.6885,-117.0755,7.8067388807,59.9511235606,21663.6305759,21462.8492605,2942.61641206,37448.6968201,43263.3538142
157.95,168.6547,-24.7124,-117.0914,7.80674502711,59.9511866091,21663.6076915,21462.8262725,2942.61560605,37448.752335,43263.3904087
157.97,168.6468,-24.7363,-117.1147,7.80674502711,59.9511866091,21663.6076915,21462.8262725,2942.61560605,37448.752335,43263.3904087
157.99,168.6387,-24.7604,-117.1311,7.80668538249,59.9512494782,21663.1118855,21462.3381249,2942.52591744,37447.9900626,43262.4823177
158.01,168.6306,-24.7843,-117.1519,7.80668538249,59.9512494782,21663.1118855,21462.3381249,2942.52591744,37447.9900626,43262.4823177
158.03,168.6226,-24.8081,-117.1663,7.80661644039,59.9512506441,21662.6391057,21461.8732674,2942.43587485,37447.1745487,43261.539671
158.05,168.6145,-24.8318,-117.1836,7.80662249737,59.9513127786,21662.6165538,21461.8506135,2942.43508045,37447.2292564,43261.5757335
158.07,168.6062,-24.8556,-117.2058,7.80662249737,59.9513127786,21662.6165538,21461.8506135,2942.43508045,37447.2292564,43261.5757335
158.09,168.598,-24.8793,-117.2167,7.80656302661,59.951371819,21662.1229621,21461.3646504,2942.3457598,37446.4650308,43260.6670606
158.11,168.5899,-24.9032,-117.2337,7.80656302661,59.951371819,21662.1229621,21461.3646504,2942.3457598,37446.4650308,43260.6670606
158.13,168.5817,-24.9268,-117.2512,7.80649739296,59.9513716336,21661.6510823,21460.9005142,2942.25708085,37445.6490309,43259.7244438
158.15,168.5736,-24.9507,-117.2641,7.80650353866,59.9514346815,21661.6281997,21460.8775281,2942.2562747,37445.7045405,43259.7610349
158.17,168.5654,-24.9745,-117.2892,7.80650353866,59.9514346815,21661.6281997,21460.8775281,2942.2562747,37445.7045405,43259.7610349
158.19,168.5575,-24.9986,-117.3062,7.80644408273,59.9514975424,21661.1336519,21460.3906167,2942.16683178,37444.944415,43258.8554325
158.21,168.5492,-25.0223,-117.3224,7.80644408273,59.9514975424,21661.1336519,21460.3906167,2942.16683178,37444.944415,43258.8554325
158.23,168.5413,-25.0461,-117.3386,7.80637854376,59.9514973532,21660.6624002,21459.9270976,2942.07827568,37444.1294911,43257.9140616
158.25,168.5335,-25.0701,-117.3542,7.80638460004,59.9515594871,21660.6398501,21459.9044455,2942.07748116,37444.1841936,43257.9501206
158.27,168.5255,-25.0939,-117.3795,7.80638460004,59.9515594871,21660.6398501,21459.9044455,2942.07748116,37444.1841936,43257.9501206
158.29,168.5172,-25.1176,-117.3941,7.80632236969,59.9516235249,21660.1453193,21459.417693,2941.98700342,37443.4258638,43257.0460812
158.31,168.5093,-25.1416,-117.4049,7.80632236969,59.9516235249,21660.1453193,21459.417693,2941.98700342,37443.4258638,43257.0460812
158.33,168.5015,-25.1656,-117.4256,7.80625686483,59.9516233338,21659.6742963,21458.9543985,2941.89849328,37442.6113285,43256.1051613
158.35,168.4937,-25.1896,-117.4408,7.80626300982,59.9516863812,21659.6514155,21458.9314142,2941.89768701,37442.6668328,43256.1417488
158.37,168.4857,-25.2135,-117.4577,7.80626300982,59.9516863812,21659.6514155,21458.9314142,2941.89768701,37442.6668328,43256.1417488
158.39,168.4777,-25.2373,-117.4767,7.80620370274,59.9517444967,21659.1598426,21458.4474418,2941.80870794,37441.9046793,43255.2358808
158.41,168.4697,-25.2613,-117.4969,7.80620370274,59.9517444967,21659.1598426,21458.4474418,2941.80870794,37441.9046793,43255.2358808
158.43,168.462,-25.2852,-117.5161,7.80613829255,59.9517443019,21658.6894475,21457.9847641,2941.72032062,37441.0912198,43254.2962064
158.45,168.454,-25.3092,-117.5357,7.80614408097,59.9518036941,21658.667894,21457.9631132,2941.71956102,37441.1435039,43254.3306713
158.47,168.4461,-25.3333,-117.5492,7.80614408097,59.9518036941,21658.667894,21457.9631132,2941.71956102,37441.1435039,43254.3306713
158.49,168.4377,-25.357,-117.5693,7.80608160353,59.9518678932,21658.1743622,21457.4773625,2941.62913061,37440.3871289,43253.4288244
158.51,168.4297,-25.381,-117.5916,7.80608160353,59.9518678932,21658.1743622,21457.4773625,2941.62913061,37440.3871289,43253.4288244
158.53,168.4218,-25.405,-117.6108,7.80601344959,59.9518688745,21657.7041826,21457.0150388,2941.53974712,37439.5758108,43252.4911115
158.55,168.414,-25.4288,-117.6205,7.80601959387,59.9519319213,21657.6813036,21456.9920564,2941.53894071,37439.6313097,43252.5276955
158.57,168.4059,-25.4528,-117.6367,7.80601959387,59.9519319213,21657.6813036,21456.9920564,2941.53894071,37439.6313097,43252.5276955
158.59,168.3978,-25.4769,-117.6529,7.8059603353,59.9519938552,21657.1890039,21456.5073608,2941.44988519,37438.8736413,43251.6253461
158.61,168.39,-25.501,-117.674,7.8059603353,59.9519938552,21657.1890039,21456.5073608,2941.44988519,37438.8736413,43251.6253461
158.63,168.3821,-25.5248,-117.6891,7.80589548962,59.9519934852,21656.7197237,21456.045758,2941.36186487,37438.0618369,43250.6876627
158.65,168.3744,-25.5489,-117.7152,7.80590163354,59.9520565317,21656.6968456,21456.0227765,2941.36105839,37438.1173331,43250.7242449
158.67,168.3664,-25.5728,-117.741,7.80590163354,59.9520565317,21656.6968456,21456.0227765,2941.36105839,37438.1173331,43250.7242449
158.69,168.3583,-25.597,-117.7504,7.80584255829,59.9521193753,21656.2048429,21455.5383654,2941.27211386,37437.3615417,43249.823669
158.71,168.3503,-25.621,-117.7599,7.80584255829,59.9521193753,21656.2048429,21455.5383654,2941.27211386,37437.3615417,43249.823669
158.73,168.3424,-25.6447,-117.7799,7.80577740172,59.9521191701,21655.7361315,21455.0773418,2941.18405642,37436.5509648,43248.8873329
158.75,168.3343,-25.6686,-117.8008,7.80578345626,59.9521813026,21655.7135858,21455.0546943,2941.18326157,37436.6056541,43248.9233832
158.77,168.3265,-25.6924,-117.8159,7.80578345626,59.9521813026,21655.7135858,21455.0546943,2941.18326157,37436.6056541,43248.9233832
158.79,168.3188,-25.7163,-117.8309,7.8057212505,59.9522416681,21655.2229259,21454.5717738,2941.09332918,37435.8484404,43248.0222487
158.81,168.3109,-25.7403,-117.8495,7.8057212505,59.9522416681,21655.2229259,21454.5717738,2941.09332918,37435.8484404,43248.0222487
158.83,168.303,-25.7642,-117.8648,7.80565615829,59.9522414601,21654.7546423,21454.1111705,2941.00535604,37435.0385951,43247.0867601
158.85,168.2951,-25.7881,-117.8892,7.80566230151,59.9523045061,21654.7317661,21454.0881908,2941.00454943,37435.094086,43247.1233388
158.87,168.2872,-25.812,-117.9094,7.80566230151,59.9523045061,21654.7317661,21454.0881908,2941.00454943,37435.094086,43247.1233388
158.89,168.2792,-25.8358,-117.9235,7.80560329546,59.9523664288,21654.2411522,21453.6051515,2940.91582346,37434.3392917,43246.2243217
158.91,168.2713,-25.8598,-117.9355,7.80560329546,59.9523664288,21654.2411522,21453.6051515,2940.91582346,37434.3392917,43246.2243217
158.93,168.2635,-25.8837,-117.9567,7.8055387033,59.9523660485,21653.773555,21453.1452021,2940.82813282,37433.5303691,43245.2899755
158.95,168.2555,-25.9077,-117.975,7.80554484618,59.9524290942,21653.7506796,21453.1222234,2940.82732614,37433.5858573,43245.3265525
158.97,168.2474,-25.9315,-117.9969,7.80554484618,59.9524290942,21653.7506796,21453.1222234,2940.82732614,37433.5858573,43245.3265525
158.99,168.2394,-25.9557,-118.0125,7.80548599312,59.9524919275,21653.2601629,21452.6392722,2940.73867265,37432.832596,43244.4289111
159.01,168.2314,-25.9797,-118.0304,7.80548599312,59.9524919275,21653.2601629,21452.6392722,2940.73867265,37432.832596,43244.4289111
159.03,168.2238,-26.0035,-118.0497,7.80541778575,59.9524930623,21652.7922639,21452.179209,2940.64958948,37432.0254311,43243.4959352
159.05,168.2159,-26.0271,-118.0674,7.80542357218,59.9525524529,21652.7707154,21452.1575632,2940.6488295,37432.0777001,43243.5303902
159.07,168.208,-26.0511,-118.0909,7.80542357218,59.9525524529,21652.7707154,21452.1575632,2940.6488295,37432.0777001,43243.5303902
159.09,168.2,-26.0752,-118.1094,7.80536477373,59.9526105452,21652.2825434,21451.6769318,2940.56051689,37431.3213381,43242.6312388
159.11,168.1923,-26.0993,-118.1201,7.80536477373,59.9526105452,21652.2825434,21451.6769318,2940.56051689,37431.3213381,43242.6312388
159.13,168.1845,-26.1231,-118.1432,7.80529993498,59.9526103269,21651.8159423,21451.2179812,2940.47287331,37430.5143737,43241.6990864
159.15,168.1766,-26.1469,-118.1668,7.80530607715,59.952673372,21651.7930687,21451.1950044,2940.4720665,37430.5698566,43241.7356599
159.17,168.1686,-26.1708,-118.1814,7.80530607715,59.952673372,21651.7930687,21451.1950044,2940.4720665,37430.5698566,43241.7356599
159.19,168.1607,-26.1947,-118.2,7.80524738227,59.9527361983,21651.3036087,21450.7130913,2940.38361974,37429.8183959,43240.8401064
159.21,168.1528,-26.219,-118.2053,7.80524738227,59.9527361983,21651.3036087,21450.7130913,2940.38361974,37429.8183959,43240.8401064
159.23,168.1448,-26.243,-118.2257,7.80518257753,59.9527359782,21650.8372357,21450.2543647,2940.2960219,37429.0118191,43239.9084037
159.25,168.137,-26.267,-118.2487,7.80518863033,59.9527981093,21650.8146945,21450.2317217,2940.29522672,37429.0664953,43239.9444454
159.27,168.129,-26.291,-118.2642,7.80518863033,59.9527981093,21650.8146945,21450.2317217,2940.29522672,37429.0664953,43239.9444454
159.29,168.1212,-26.3151,-118.2802,7.80512719141,59.9528621113,21650.3254503,21449.7501629,2940.20578395,37428.3171716,43239.0508499
159.31,168.1133,-26.3392,-118.302,7.80512719141,59.9528621113,21650.3254503,21449.7501629,2940.20578395,37428.3171716,43239.0508499
159.33,168.1053,-26.3632,-118.3224,7.80506245095,59.9528618884,21649.8595048,21449.2918563,2940.1182703,37427.5113257,43238.119994
159.35,168.0975,-26.3872,-118.3398,7.80506859242,59.952924933,21649.836633,21449.2688812,2940.11746336,37427.5668033,43238.156564
159.37,168.0895,-26.4113,-118.3564,7.80506859242,59.952924933,21649.836633,21449.2688812,2940.11746336,37427.5668033,43238.156564
159.39,168.0815,-26.4353,-118.3724,7.8050103721,59.95298667,21649.3486198,21448.7883765,2940.02939471,37426.8161863,43237.2624654
159.41,168.0735,-26.4595,-118.3936,7.8050103721,59.95298667,21649.3486198,21448.7883765,2940.02939471,37426.8161863,43237.2624654
159.43,168.0658,-26.4835,-118.4115,7.80494575642,59.9529864424,21648.8835008,21448.330882,2939.94204204,37426.011758,43236.3332504
159.45,168.0582,-26.5076,-118.4328,7.80495154153,59.9530458319,21648.8619558,21448.3092397,2939.94128181,37426.064017,43236.3676988
159.47,168.0501,-26.5315,-118.4509,7.80495154153,59.9530458319,21648.8619558,21448.3092397,2939.94128181,37426.064017,43236.3676988
159.49,168.0419,-26.5555,-118.4751,7.80488982503,59.9531099962,21648.3735093,21447.8284848,2939.85184755,37425.3163016,43235.4758951
159.51,168.0344,-26.5794,-118.489,7.80488982503,59.9531099962,21648.3735093,21447.8284848,2939.85184755,37425.3163016,43235.4758951
159.53,168.0266,-26.6036,-118.5088,7.80482567906,59.9531095973,21647.9088766,21447.3714476,2939.76473878,37424.5124518,43234.5474243
159.55,168.0189,-26.6278,-118.5286,7.80483181983,59.9531726413,21647.8860066,21447.3484743,2939.76393171,37424.5679241,43234.5839908
159.57,168.0111,-26.6519,-118.5349,7.80483181983,59.9531726413,21647.8860066,21447.3484743,2939.76393171,37424.5679241,43234.5839908
159.59,168.0034,-26.676,-118.5567,7.80477335213,59.9532345398,21647.3989905,21446.8689696,2939.67590981,37423.8192587,43233.6920811
159.61,167.9957,-26.7,-118.5699,7.80477335213,59.9532345398,21647.3989905,21446.8689696,2939.67590981,37423.8192587,43233.6920811
159.63,167.9878,-26.7241,-118.5934,7.8047060268,59.9532354863,21646.9343139,21446.4120517,2939.58760703,37423.0173565,43232.7652742
159.65,167.98,-26.7482,-118.6134,7.80471181125,59.9532948753,21646.9127705,21446.3904111,2939.58684668,37423.0696106,43232.7997193
159.67,167.9721,-26.7721,-118.6317,7.80471181125,59.9532948753,21646.9127705,21446.3904111,2939.58684668,37423.0696106,43232.7997193
159.69,167.9644,-26.7962,-118.646,7.80465349644,59.9533576843,21646.4258511,21445.9109939,2939.49889713,37422.322477,43231.909184
159.71,167.9564,-26.8205,-118.6659,7.80465349644,59.9533576843,21646.4258511,21445.9109939,2939.49889713,37422.322477,43231.909184
159.73,167.9484,-26.8443,-118.6862,7.8045890735,59.9533574484,21645.9620139,21445.4547585,2939.41179677,37421.5202402,43230.9825079
159.75,167.9404,-26.8684,-118.7039,7.80459485762,59.9534168372,21645.9404714,21445.4331187,2939.41103636,37421.5724917,43231.0169513
159.77,167.9327,-26.8925,-118.724,7.80459485762,59.9534168372,21645.9404714,21445.4331187,2939.41103636,37421.5724917,43231.0169513
159.79,167.925,-26.9168,-118.7467,7.80453370985,59.9534799081,21645.4540986,21444.9543882,2939.32210267,37420.8266903,43230.127843
159.81,167.9171,-26.9409,-118.76,7.80453370985,59.9534799081,21645.4540986,21444.9543882,2939.32210267,37420.8266903,43230.127843
159.83,167.9091,-26.9647,-118.7896,7.80446938139,59.9534796685,21644.990888,21444.4987683,2939.2351248,37420.0255271,43229.2024098
159.85,167.9015,-26.9888,-118.8039,7.80447552111,59.9535427116,21644.9680207,21444.4757978,2939.23431753,37420.0809915,43229.2389712
159.87,167.894,-27.0128,-118.8218,7.80447552111,59.9535427116,21644.9680207,21444.4757978,2939.23431753,37420.0809915,43229.2389712
159.89,167.886,-27.0371,-118.8356,7.80441739456,59.9536055126,21644.4823561,21443.9976136,2939.14661277,37419.3359997,43228.3509184
159.91,167.8778,-27.0611,-118.8522,7.80441739456,59.9536055126,21644.4823561,21443.9976136,2939.14661277,37419.3359997,43228.3509184
159.93,167.8703,-27.0853,-118.8702,7.80435353574,59.9536051017,21644.0196315,21443.5424507,2939.05987866,37418.5354145,43227.4262289
159.95,167.8624,-27.109,-118.8905,7.80435958614,59.9536672309,21643.9970964,21443.5198141,2939.05908302,37418.5900725,43227.4622587
159.97,167.8545,-27.1332,-118.9039,7.80435958614,59.9536672309,21643.9970964,21443.5198141,2939.05908302,37418.5900725,43227.4622587
159.99,167.8467,-27.157,-118.9277,7.80429824966,59.953731378,21643.5111892,21443.0415539,2938.97014595,37417.8466818,43226.5754704
160.01,167.8391,-27.1812,-118.9407,7.80429824966,59.953731378,21643.5111892,21443.0415539,2938.97014595,37417.8466818,43226.5754704
160.03,167.8312,-27.2055,-118.9659,7.80423407985,59.9537311318,21643.0490321,21442.5869688,2938.88337453,37417.0473219,43225.6521257
160.05,167.8235,-27.2295,-118.9836,7.80424021888,59.9537941744,21643.0261665,21442.5640001,2938.88256713,37417.102781,43225.6886836
160.07,167.8158,-27.2536,-119.0,7.80424021888,59.9537941744,21643.0261665,21442.5640001,2938.88256713,37417.102781,43225.6886836
160.09,167.8076,-27.2779,-119.0191,7.8041821806,59.9538522325,21642.5430734,21442.0883585,2938.7952485,37416.3550731,43224.7995674
160.11,167.7997,-27.3021,-119.0312,7.8041821806,59.9538522325,21642.5430734,21442.0883585,2938.7952485,37416.3550731,43224.7995674
160.13,167.7919,-27.3261,-119.0525,7.80411810522,59.9538519826,21642.0815425,21441.6343887,2938.70859944,37415.5567864,43223.8774653
160.15,167.7841,-27.3501,-119.0787,7.8041242439,59.9539150249,21642.0586778,21441.6114209,2938.70779198,37415.6122429,43223.9140214
160.17,167.7763,-27.3745,-119.0914,7.8041242439,59.9539150249,21642.0586778,21441.6114209,2938.70779198,37415.6122429,43223.9140214
160.19,167.7685,-27.3985,-119.111,7.80406630886,59.9539778168,21641.5742966,21441.1344975,2938.62033901,37414.8694331,43223.0285002
160.21,167.7607,-27.4229,-119.1321,7.80406630886,59.9539778168,21641.5742966,21441.1344975,2938.62033901,37414.8694331,43223.0285002
160.23,167.753,-27.447,-119.1446,7.80399942938,59.9539787447,21641.1125809,21440.6804882,2938.53261754,37414.0725974,43222.1075616
160.25,167.7451,-27.4713,-119.1735,7.80400547875,59.9540408731,21641.0900485,21440.6578542,2938.53182171,37414.1272476,43222.1435862
160.27,167.7372,-27.4951,-119.1921,7.80400547875,59.9540408731,21641.0900485,21440.6578542,2938.53182171,37414.1272476,43222.1435862
160.29,167.7292,-27.5192,-119.2028,7.80394728195,59.9541000064,21640.6076198,21440.1828782,2938.44453786,37413.3822933,43221.2571864
160.31,167.7214,-27.5432,-119.2186,7.80394728195,59.9541000064,21640.6076198,21440.1828782,2938.44453786,37413.3822933,43221.2571864
160.33,167.7137,-27.5675,-119.2361,7.8038833349,59.954099751,21640.1469423,21439.7297468,2938.35805672,37412.5854659,43220.3367748
160.35,167.7059,-27.5919,-119.2621,7.80388947289,59.9541627927,21640.1240794,21439.7067808,2938.35724913,37412.6409171,43220.3733275
160.37,167.698,-27.6162,-119.2763,7.80388947289,59.9541627927,21640.1240794,21439.7067808,2938.35724913,37412.6409171,43220.3733275
160.39,167.6901,-27.6404,-119.2893,7.80383174534,59.9542217545,21639.642137,21439.2322623,2938.27020883,37411.8965379,43219.4876691
160.41,167.6826,-27.6648,-119.3149,7.80383174534,59.9542217545,21639.642137,21439.2322623,2938.27020883,37411.8965379,43219.4876691
160.43,167.6746,-27.6892,-119.3313,7.80376786244,59.9542214964,21639.1818862,21438.77955,2938.1838116,37411.10044,43218.5681025
160.45,167.6668,-27.7133,-119.3499,7.80377400008,59.9542845379,21639.1590241,21438.7565849,2938.18300394,37411.1558886,43218.6046535
160.47,167.6591,-27.7378,-119.3783,7.80377400008,59.9542845379,21639.1590241,21438.7565849,2938.18300394,37411.1558886,43218.6046535
160.49,167.6513,-27.7616,-119.4042,7.80371339006,59.9543475846,21638.6762435,21438.2813834,2938.09477322,37410.4162067,43217.7226417
160.51,167.6436,-27.7857,-119.4176,7.80371339006,59.9543475846,21638.6762435,21438.2813834,2938.09477322,37410.4162067,43217.7226417
160.53,167.636,-27.8098,-119.4344,7.80364960154,59.9543473227,21638.2166186,21437.829286,2938.00849829,37409.6211813,43216.8043169
160.55,167.6281,-27.8339,-119.4464,7.80365573884,59.9544103639,21638.1937574,21437.8063219,2938.00769057,37409.6766273,43216.8408661
160.57,167.6204,-27.858,-119.4685,7.80365573884,59.9544103639,21638.1937574,21437.8063219,2938.00769057,37409.6766273,43216.8408661
160.59,167.6128,-27.8822,-119.4808,7.8035981195,59.9544731417,21637.711485,21437.3314702,2937.92064982,37408.9374112,43215.959512
160.61,167.605,-27.9062,-119.5014,7.8035981195,59.9544731417,21637.711485,21437.3314702,2937.92064982,37408.9374112,43215.959512
160.63,167.5974,-27.9304,-119.5195,7.8035343951,59.9544728771,21637.2522865,21436.8797917,2937.83445875,37408.143115,43215.0420319
160.65,167.5896,-27.9545,-119.5409,7.80354044311,59.9545350044,21637.2297575,21436.8571612,2937.83366267,37408.1977549,43215.0780498
160.67,167.5819,-27.9787,-119.5554,7.80354044311,59.9545350044,21637.2297575,21436.8571612,2937.83366267,37408.1977549,43215.0780498
160.69,167.5742,-28.0031,-119.5742,7.80348296745,59.9545939552,21636.7494958,21436.384294,2937.74695059,37407.4562424,43214.1957147
160.71,167.5664,-28.0274,-119.5943,7.80348296745,59.9545939552,21636.7494958,21436.384294,2937.74695059,37407.4562424,43214.1957147
160.73,167.5585,-28.0514,-119.6167,7.80341606385,59.9545950358,21636.2902527,21435.9327339,2937.65956601,37406.6638915,43213.2798962
160.75,167.5505,-28.0755,-119.638,7.80342220045,59.9546580764,21636.2673933,21435.9097716,2937.65875815,37406.7193323,43213.316442
160.77,167.5426,-28.0996,-119.6544,7.80342220045,59.9546580764,21636.2673933,21435.9097716,2937.65875815,37406.7193323,43213.316442
160.79,167.5348,-28.1237,-119.6742,7.80336464997,59.9547199336,21635.786506,21435.4362881,2937.57193507,37405.9811087,43212.4366409
160.81,167.527,-28.1478,-119.6873,7.80336464997,59.9547199336,21635.786506,21435.4362881,2937.57193507,37405.9811087,43212.4366409
160.83,167.5192,-28.172,-119.7142,7.80330148944,59.9547194941,21635.3284183,21434.9856805,2937.48610974,37405.1884617,43211.5211445
160.85,167.5116,-28.1961,-119.7276,7.8033076257,59.9547825345,21635.3055598,21434.9627191,2937.48530182,37405.2438998,43211.5576886
160.87,167.5038,-28.2203,-119.7464,7.8033076257,59.9547825345,21635.3055598,21434.9627191,2937.48530182,37405.2438998,43211.5576886
160.89,167.4962,-28.2445,-119.771,7.8032502279,59.9548453023,21634.8247683,21434.4893224,2937.39855077,37404.507206,43210.6792597
160.91,167.4883,-28.2686,-119.7871,7.8032502279,59.9548453023,21634.8247683,21434.4893224,2937.39855077,37404.507206,43210.6792597
160.93,167.4807,-28.2929,-119.8016,7.80318388818,59.9548462078,21634.366636,21434.0388332,2937.31153201,37403.7165038,43209.7654245
160.95,167.4731,-28.3171,-119.8191,7.80318966839,59.9549055934,21634.3451034,21434.0172037,2937.31077086,37403.7687257,43209.7998484
160.97,167.4651,-28.3412,-119.8367,7.80318966839,59.9549055934,21634.3451034,21434.0172037,2937.31077086,37403.7687257,43209.7998484
160.99,167.4574,-28.3653,-119.8572,7.80313227565,59.9549674436,21633.8652695,21433.5447552,2937.22415365,37403.0322978,43208.9221292
161.01,167.45,-28.3895,-119.8736,7.80313227565,59.9549674436,21633.8652695,21433.5447552,2937.22415365,37403.0322978,43208.9221292
161.03,167.4424,-28.4137,-119.8993,7.80306886812,59.9549671661,21633.4081746,21433.0951432,2937.13837463,37402.2416033,43208.0088201
161.05,167.4348,-28.4378,-119.9193,7.80307464801,59.9550265514,21633.3866429,21433.0735146,2937.13761343,37402.2938227,43208.0432425
161.07,167.4272,-28.4618,-119.9368,7.80307464801,59.9550265514,21633.3866429,21433.0735146,2937.13761343,37402.2938227,43208.0432425
161.09,167.4194,-28.4859,-119.9516,7.80301740792,59.9550893122,21632.9069047,21432.6011527,2937.05106821,37401.5589243,43207.1668952
161.11,167.4116,-28.5102,-119.974,7.80301740792,59.9550893122,21632.9069047,21432.6011527,2937.05106821,37401.5589243,43207.1668952
161.13,167.4042,-28.5345,-119.9903,7.80295125689,59.9550902103,21632.4500231,21432.1518924,2936.96429386,37400.7703653,43206.2555415
161.15,167.3963,-28.5588,-120.0097,7.8029573032,59.9551523363,21632.4274984,21432.1292663,2936.96349745,37400.8249923,43206.2915509
