# Time,nT,Gauss
1.338499999999999943e+02, 8.194788639453710857e+03, 8.194788639453710888e-02
1.338700000000000045e+02, 8.143876825829718655e+03, 8.143876825829719779e-02
1.338899999999999864e+02, 8.094195527715357457e+03, 8.094195527715358773e-02
1.339099999999999966e+02, 8.047022046967086681e+03, 8.047022046967086673e-02
1.339300000000000068e+02, 7.996996606145028636e+03, 7.996996606145029274e-02
1.339499999999999886e+02, 7.945237666536937468e+03, 7.945237666536937582e-02
1.339699999999999989e+02, 7.894911888805274430e+03, 7.894911888805275502e-02
1.339900000000000091e+02, 7.842432207299446418e+03, 7.842432207299447622e-02
1.340099999999999909e+02, 7.792596222096765814e+03, 7.792596222096766223e-02
1.340300000000000011e+02, 7.744132368305630735e+03, 7.744132368305631231e-02
1.340500000000000114e+02, 7.693273614887206350e+03, 7.693273614887206902e-02
1.340699999999999932e+02, 7.643243767444178047e+03, 7.643243767444178605e-02
1.340900000000000034e+02, 7.596301239760090539e+03, 7.596301239760090696e-02
1.341100000000000136e+02, 7.544239642751424071e+03, 7.544239642751424113e-02
1.341299999999999955e+02, 7.490564173524868238e+03, 7.490564173524869029e-02
1.341500000000000057e+02, 7.442561267078697711e+03, 7.442561267078698362e-02
1.341699999999999875e+02, 7.392023802327853446e+03, 7.392023802327854498e-02
1.341899999999999977e+02, 7.342192563746750238e+03, 7.342192563746750833e-02
1.342100000000000080e+02, 7.292771006417244280e+03, 7.292771006417245183e-02
1.342299999999999898e+02, 7.243599387114181809e+03, 7.243599387114182941e-02
1.342500000000000000e+02, 7.193100635471573696e+03, 7.193100635471574855e-02
1.342700000000000102e+02, 7.145720244148665188e+03, 7.145720244148666411e-02
1.342899999999999920e+02, 7.093419411278664484e+03, 7.093419411278664710e-02
1.343100000000000023e+02, 7.043338131700774284e+03, 7.043338131700774274e-02
1.343300000000000125e+02, 6.996306636176215761e+03, 6.996306636176216620e-02
1.343499999999999943e+02, 6.946834087750808067e+03, 6.946834087750808351e-02
1.343700000000000045e+02, 6.894738011227255811e+03, 6.894738011227256880e-02
1.343899999999999864e+02, 6.844069000085271909e+03, 6.844069000085271914e-02
1.344099999999999966e+02, 6.797404988121434144e+03, 6.797404988121434621e-02
1.344300000000000068e+02, 6.751042038048301947e+03, 6.751042038048302163e-02
1.344499999999999886e+02, 6.699833573073374282e+03, 6.699833573073374349e-02
1.344699999999999989e+02, 6.651680661033044998e+03, 6.651680661033045061e-02
1.344900000000000091e+02, 6.600081935124359006e+03, 6.600081935124359200e-02
1.345099999999999909e+02, 6.549106297839707622e+03, 6.549106297839708823e-02
1.345300000000000011e+02, 6.503265680731215980e+03, 6.503265680731216969e-02
1.345500000000000114e+02, 6.455851487521455056e+03, 6.455851487521455101e-02
1.345699999999999932e+02, 6.408727087194297383e+03, 6.408727087194297789e-02
1.345900000000000034e+02, 6.361019883314766048e+03, 6.361019883314766865e-02
1.346100000000000136e+02, 6.308101519637744786e+03, 6.308101519637744625e-02
1.346299999999999955e+02, 6.257465812653051216e+03, 6.257465812653051351e-02
1.346500000000000057e+02, 6.210032508158475139e+03, 6.210032508158475767e-02
1.346699999999999875e+02, 6.163915990752417201e+03, 6.163915990752417973e-02
1.346899999999999977e+02, 6.117308222032908816e+03, 6.117308222032909193e-02
1.347100000000000080e+02, 6.068476778744059629e+03, 6.068476778744059941e-02
1.347299999999999898e+02, 6.018706003082005736e+03, 6.018706003082006234e-02
1.347500000000000000e+02, 5.969635709745803979e+03, 5.969635709745804708e-02
1.347700000000000102e+02, 5.919331095149089379e+03, 5.919331095149089894e-02
1.347899999999999920e+02, 5.874440176210223399e+03, 5.874440176210223713e-02
1.348100000000000023e+02, 5.827642719699788358e+03, 5.827642719699788892e-02
1.348300000000000125e+02, 5.776980845417088858e+03, 5.776980845417089422e-02
1.348499999999999943e+02, 5.726828535917449699e+03, 5.726828535917450475e-02
1.348700000000000045e+02, 5.679563154803885482e+03, 5.679563154803885655e-02
1.348899999999999864e+02, 5.631024882230611183e+03, 5.631024882230611928e-02
1.349099999999999966e+02, 5.586845640446214020e+03, 5.586845640446214817e-02
1.349300000000000068e+02, 5.538270960698800991e+03, 5.538270960698801759e-02
1.349499999999999886e+02, 5.489331238269952337e+03, 5.489331238269952451e-02
1.349699999999999989e+02, 5.440365629063799133e+03, 5.440365629063799446e-02
1.349900000000000091e+02, 5.391239196393439670e+03, 5.391239196393440153e-02
1.350099999999999909e+02, 5.348229054946291399e+03, 5.348229054946292138e-02
1.350300000000000011e+02, 5.300304454746372357e+03, 5.300304454746372629e-02
1.350500000000000114e+02, 5.250750761290467381e+03, 5.250750761290468027e-02
1.350699999999999932e+02, 5.203921434223288088e+03, 5.203921434223288817e-02
1.350900000000000034e+02, 5.155821774394148633e+03, 5.155821774394148821e-02
1.351100000000000136e+02, 5.110493040936589750e+03, 5.110493040936590209e-02
1.351299999999999955e+02, 5.064094753509192742e+03, 5.064094753509193469e-02
1.351500000000000057e+02, 5.016378885296642693e+03, 5.016378885296643442e-02
1.351699999999999875e+02, 4.970570791783862660e+03, 4.970570791783863324e-02
1.351899999999999977e+02, 4.921633865920501194e+03, 4.921633865920501533e-02
1.352100000000000080e+02, 4.877273569959977976e+03, 4.877273569959978544e-02
1.352299999999999898e+02, 4.830612964243906390e+03, 4.830612964243907043e-02
1.352500000000000000e+02, 4.783905973302165876e+03, 4.783905973302166048e-02
1.352700000000000102e+02, 4.738225600832787677e+03, 4.738225600832787765e-02
1.352899999999999920e+02, 4.689113695980755438e+03, 4.689113695980755975e-02
1.353100000000000023e+02, 4.641588053118141033e+03, 4.641588053118141100e-02
1.353300000000000125e+02, 4.596187709748350244e+03, 4.596187709748350558e-02
1.353499999999999943e+02, 4.553438987038049163e+03, 4.553438987038049834e-02
1.353700000000000045e+02, 4.503799902613673112e+03, 4.503799902613673384e-02
1.353899999999999864e+02, 4.457916960968171225e+03, 4.457916960968171666e-02
1.354099999999999966e+02, 4.415584954132986240e+03, 4.415584954132986684e-02
1.354300000000000068e+02, 4.368190229725142672e+03, 4.368190229725143342e-02
1.354499999999999886e+02, 4.322930602638256460e+03, 4.322930602638256486e-02
1.354699999999999989e+02, 4.274975961880583782e+03, 4.274975961880583819e-02
1.354900000000000091e+02, 4.227185294669212453e+03, 4.227185294669212612e-02
1.355099999999999909e+02, 4.183741019302935456e+03, 4.183741019302935488e-02
1.355300000000000011e+02, 4.136735255778015926e+03, 4.136735255778016540e-02
1.355500000000000114e+02, 4.091038826751165288e+03, 4.091038826751165758e-02
1.355699999999999932e+02, 4.047551420712217350e+03, 4.047551420712217768e-02
1.355900000000000034e+02, 4.002586950688582419e+03, 4.002586950688583056e-02
1.356100000000000136e+02, 3.953144268859816748e+03, 3.953144268859817151e-02
1.356299999999999955e+02, 3.904108337323943033e+03, 3.904108337323943662e-02
1.356500000000000057e+02, 3.859776035624930046e+03, 3.859776035624930268e-02
1.356699999999999875e+02, 3.816351803706105784e+03, 3.816351803706106299e-02
1.356899999999999977e+02, 3.776222556888289091e+03, 3.776222556888289561e-02
1.357100000000000080e+02, 3.730766032740205446e+03, 3.730766032740205629e-02
1.357299999999999898e+02, 3.687054274512420307e+03, 3.687054274512420460e-02
1.357500000000000000e+02, 3.635302101395432601e+03, 3.635302101395433000e-02
1.357700000000000102e+02, 3.589451890373673450e+03, 3.589451890373673848e-02
1.357899999999999920e+02, 3.548368360644089989e+03, 3.548368360644089947e-02
1.358100000000000023e+02, 3.505091186484236005e+03, 3.505091186484236149e-02
1.358300000000000125e+02, 3.458535173568758637e+03, 3.458535173568758753e-02
1.358499999999999943e+02, 3.411034172881890299e+03, 3.411034172881890342e-02
1.358700000000000045e+02, 3.369384094651140003e+03, 3.369384094651139971e-02
1.358899999999999864e+02, 3.324789695729205505e+03, 3.324789695729205713e-02
1.359099999999999966e+02, 3.280703870508214095e+03, 3.280703870508214215e-02
1.359300000000000068e+02, 3.235133347685869921e+03, 3.235133347685870131e-02
1.359499999999999886e+02, 3.192908973202592733e+03, 3.192908973202592676e-02
1.359699999999999989e+02, 3.145624189384043348e+03, 3.145624189384043506e-02
1.359900000000000091e+02, 3.097710778234724330e+03, 3.097710778234724627e-02
1.360099999999999909e+02, 3.057765255668630289e+03, 3.057765255668630500e-02
1.360300000000000011e+02, 3.018835975476863496e+03, 3.018835975476863789e-02
1.360500000000000114e+02, 2.972405988905059530e+03, 2.972405988905059762e-02
1.360699999999999932e+02, 2.926501560314490689e+03, 2.926501560314491088e-02
1.360900000000000034e+02, 2.882517859155892893e+03, 2.882517859155893022e-02
1.361100000000000136e+02, 2.835386762206297590e+03, 2.835386762206297886e-02
1.361299999999999955e+02, 2.788952876089845631e+03, 2.788952876089845906e-02
1.361500000000000057e+02, 2.747116026999478891e+03, 2.747116026999479182e-02
1.361699999999999875e+02, 2.706747457363475860e+03, 2.706747457363476231e-02
1.361899999999999977e+02, 2.662693416021334087e+03, 2.662693416021334400e-02
1.362100000000000080e+02, 2.621854098477861044e+03, 2.621854098477861134e-02
1.362299999999999898e+02, 2.580972875561025830e+03, 2.580972875561025892e-02
1.362500000000000000e+02, 2.534463392319523791e+03, 2.534463392319524083e-02
1.362700000000000102e+02, 2.490432378303624773e+03, 2.490432378303624947e-02
1.362899999999999920e+02, 2.446897531752917075e+03, 2.446897531752917354e-02
1.363100000000000023e+02, 2.401183299010875544e+03, 2.401183299010875571e-02
1.363300000000000125e+02, 2.362963521946032870e+03, 2.362963521946033138e-02
1.363499999999999943e+02, 2.321590625096503572e+03, 2.321590625096503838e-02
1.363700000000000045e+02, 2.278815816798626201e+03, 2.278815816798626312e-02
1.363899999999999864e+02, 2.230097515847500290e+03, 2.230097515847500461e-02
1.364099999999999966e+02, 2.183413943154981553e+03, 2.183413943154981565e-02
1.364300000000000068e+02, 2.143776245044549796e+03, 2.143776245044549944e-02
1.364499999999999886e+02, 2.103078454658244482e+03, 2.103078454658244625e-02
1.364699999999999989e+02, 2.062211710580188992e+03, 2.062211710580189039e-02
1.364900000000000091e+02, 2.017015169655422142e+03, 2.017015169655422477e-02
1.365099999999999909e+02, 1.974827260765708161e+03, 1.974827260765708165e-02
1.365300000000000011e+02, 1.934790723507397615e+03, 1.934790723507397864e-02
1.365500000000000114e+02, 1.891969581092547287e+03, 1.891969581092547287e-02
1.365699999999999932e+02, 1.850238867527143157e+03, 1.850238867527143408e-02
1.365900000000000034e+02, 1.806332004371070070e+03, 1.806332004371070249e-02
1.366100000000000136e+02, 1.762752420150277885e+03, 1.762752420150278179e-02
1.366299999999999955e+02, 1.719419881655125664e+03, 1.719419881655125798e-02
1.366500000000000057e+02, 1.676158186956164627e+03, 1.676158186956164600e-02
1.366699999999999875e+02, 1.633611386716349898e+03, 1.633611386716350006e-02
1.366899999999999977e+02, 1.594647204967624930e+03, 1.594647204967624896e-02
1.367100000000000080e+02, 1.556742309498966733e+03, 1.556742309498966928e-02
1.367299999999999898e+02, 1.514576281235034003e+03, 1.514576281235034162e-02
1.367500000000000000e+02, 1.472592265654268431e+03, 1.472592265654268547e-02
1.367700000000000102e+02, 1.427149719119402562e+03, 1.427149719119402693e-02
1.367899999999999920e+02, 1.382887550048524190e+03, 1.382887550048524268e-02
1.368100000000000023e+02, 1.343845852403344452e+03, 1.343845852403344546e-02
1.368300000000000125e+02, 1.303998676480287941e+03, 1.303998676480288069e-02
1.368499999999999943e+02, 1.265216502519956521e+03, 1.265216502519956633e-02
1.368700000000000045e+02, 1.220994093212344978e+03, 1.220994093212345033e-02
1.368899999999999864e+02, 1.178775296270967374e+03, 1.178775296270967443e-02
1.369099999999999966e+02, 1.135561354444183962e+03, 1.135561354444184108e-02
1.369300000000000068e+02, 1.097071323695956835e+03, 1.097071323695957001e-02
1.369499999999999886e+02, 1.054430341530907299e+03, 1.054430341530907325e-02
1.369699999999999989e+02, 1.015881905005132921e+03, 1.015881905005133062e-02
1.369900000000000091e+02, 9.735836627312560267e+02, 9.735836627312560720e-03
1.370099999999999909e+02, 9.320891204348845349e+02, 9.320891204348846423e-03
1.370300000000000011e+02, 8.887925451765736398e+02, 8.887925451765737311e-03
1.370500000000000114e+02, 8.468183315510236753e+02, 8.468183315510236647e-03
1.370699999999999932e+02, 8.075752967790185721e+02, 8.075752967790186809e-03
1.370900000000000034e+02, 7.707898846823140957e+02, 7.707898846823141477e-03
1.371100000000000136e+02, 7.306656761310860020e+02, 7.306656761310860622e-03
1.371299999999999955e+02, 6.900333725884133855e+02, 6.900333725884134732e-03
1.371500000000000057e+02, 6.464846094811373405e+02, 6.464846094811373817e-03
1.371699999999999875e+02, 6.060073929825834966e+02, 6.060073929825835273e-03
1.371899999999999977e+02, 5.638591003881888355e+02, 5.638591003881888823e-03
1.372100000000000080e+02, 5.255815956124356489e+02, 5.255815956124357258e-03
1.372299999999999898e+02, 4.861238956311885886e+02, 4.861238956311885948e-03
1.372500000000000000e+02, 4.434611130224202498e+02, 4.434611130224202710e-03
1.372700000000000102e+02, 4.059736593627321781e+02, 4.059736593627322199e-03
1.372899999999999920e+02, 3.688990528275962788e+02, 3.688990528275962969e-03
1.373100000000000023e+02, 3.285179208569097682e+02, 3.285179208569097807e-03
1.373300000000000125e+02, 2.870931115967555343e+02, 2.870931115967555614e-03
1.373499999999999943e+02, 2.428859255493225646e+02, 2.428859255493225761e-03
1.373700000000000045e+02, 2.033136199878777006e+02, 2.033136199878777216e-03
1.373899999999999864e+02, 1.652961714471089181e+02, 1.652961714471089380e-03
1.374099999999999966e+02, 1.247303468419299861e+02, 1.247303468419300046e-03
1.374300000000000068e+02, 8.579336165286349569e+01, 8.579336165286350702e-04
1.374499999999999886e+02, 4.713139986597343523e+01, 4.713139986597343948e-04
1.374699999999999989e+02, 8.571088114797930757e+00, 8.571088114797931993e-05
1.374900000000000091e+02, -3.119675627878132218e+01, -3.119675627878132221e-04
1.375099999999999909e+02, -6.810638803649635520e+01, -6.810638803649636357e-04
1.375300000000000011e+02, -1.073435657088243715e+02, -1.073435657088243813e-03
1.375500000000000114e+02, -1.477847495669147975e+02, -1.477847495669148102e-03
1.375699999999999932e+02, -1.877523507020141551e+02, -1.877523507020141666e-03
1.375900000000000034e+02, -2.305756038573981641e+02, -2.305756038573981634e-03
1.376100000000000136e+02, -2.651919886749788020e+02, -2.651919886749788159e-03
1.376299999999999955e+02, -3.035002114369281117e+02, -3.035002114369281159e-03
1.376500000000000057e+02, -3.440330254936234269e+02, -3.440330254936234573e-03
1.376699999999999875e+02, -3.822475188873718253e+02, -3.822475188873718406e-03
1.376899999999999977e+02, -4.169269752601358050e+02, -4.169269752601358590e-03
1.377100000000000080e+02, -4.561282581274549557e+02, -4.561282581274550031e-03
1.377299999999999898e+02, -4.961290956627240121e+02, -4.961290956627240241e-03
1.377500000000000000e+02, -5.368260706563019085e+02, -5.368260706563019596e-03
1.377700000000000102e+02, -5.756033742982144759e+02, -5.756033742982145235e-03
1.377899999999999920e+02, -6.123604131784700257e+02, -6.123604131784700713e-03
1.378100000000000023e+02, -6.470648614177061972e+02, -6.470648614177062358e-03
1.378300000000000125e+02, -6.846923241148606394e+02, -6.846923241148606711e-03
1.378499999999999943e+02, -7.254368502375323260e+02, -7.254368502375324254e-03
1.378700000000000045e+02, -7.671495494977320959e+02, -7.671495494977321680e-03
1.378899999999999864e+02, -8.033664364154524264e+02, -8.033664364154525367e-03
1.379099999999999966e+02, -8.427294543335083290e+02, -8.427294543335083626e-03
1.379300000000000068e+02, -8.761834991285413707e+02, -8.761834991285414459e-03
1.379499999999999886e+02, -9.138591838200441089e+02, -9.138591838200441075e-03
1.379699999999999989e+02, -9.515514910022684489e+02, -9.515514910022684902e-03
1.379900000000000091e+02, -9.909468089331894589e+02, -9.909468089331895449e-03
1.380099999999999909e+02, -1.032080837913271353e+03, -1.032080837913271383e-02
1.380300000000000011e+02, -1.068167209054895466e+03, -1.068167209054895518e-02
1.380500000000000114e+02, -1.100475650906853843e+03, -1.100475650906854001e-02
1.380699999999999932e+02, -1.136176785722825116e+03, -1.136176785722825197e-02
1.380900000000000034e+02, -1.174796380133416278e+03, -1.174796380133416411e-02
1.381100000000000136e+02, -1.215972771431147521e+03, -1.215972771431147667e-02
1.381299999999999955e+02, -1.256048335453036998e+03, -1.256048335453037110e-02
1.381500000000000057e+02, -1.294186208604495278e+03, -1.294186208604495431e-02
1.381699999999999875e+02, -1.327528992850134728e+03, -1.327528992850134787e-02
1.381899999999999977e+02, -1.361861935174162227e+03, -1.361861935174162389e-02
1.382100000000000080e+02, -1.397917159828330114e+03, -1.397917159828330168e-02
1.382299999999999898e+02, -1.436054347889987184e+03, -1.436054347889987280e-02
1.382500000000000000e+02, -1.475111713448307000e+03, -1.475111713448307160e-02
1.382700000000000102e+02, -1.508976169260027746e+03, -1.508976169260027936e-02
1.382899999999999920e+02, -1.541723898779114279e+03, -1.541723898779114379e-02
1.383100000000000023e+02, -1.579418655133060383e+03, -1.579418655133060442e-02
1.383300000000000125e+02, -1.620364498309553255e+03, -1.620364498309553522e-02
1.383499999999999943e+02, -1.659832088847846535e+03, -1.659832088847846762e-02
1.383700000000000045e+02, -1.695320548470401263e+03, -1.695320548470401548e-02
1.383899999999999864e+02, -1.730863428491309605e+03, -1.730863428491309641e-02
1.384099999999999966e+02, -1.764158991276013694e+03, -1.764158991276013749e-02
1.384300000000000068e+02, -1.800759287914588640e+03, -1.800759287914588738e-02
1.384499999999999886e+02, -1.835940548595297059e+03, -1.835940548595297109e-02
1.384699999999999989e+02, -1.872406411243568982e+03, -1.872406411243569130e-02
1.384900000000000091e+02, -1.910305169958498482e+03, -1.910305169958498653e-02
1.385099999999999909e+02, -1.945858951079172130e+03, -1.945858951079172325e-02
1.385300000000000011e+02, -1.982324139803355592e+03, -1.982324139803355589e-02
1.385500000000000114e+02, -2.017506896823256284e+03, -2.017506896823256443e-02
1.385699999999999932e+02, -2.052296949722573117e+03, -2.052296949722573136e-02
1.385900000000000034e+02, -2.088296506153882092e+03, -2.088296506153882251e-02
1.386100000000000136e+02, -2.122833133651605749e+03, -2.122833133651605766e-02
1.386299999999999955e+02, -2.159221351361475172e+03, -2.159221351361475388e-02
1.386500000000000057e+02, -2.196536823395960255e+03, -2.196536823395960417e-02
1.386699999999999875e+02, -2.232477009735020147e+03, -2.232477009735020501e-02
1.386899999999999977e+02, -2.265177997213920662e+03, -2.265177997213920977e-02
1.387100000000000080e+02, -2.299111731271463213e+03, -2.299111731271463385e-02
1.387299999999999898e+02, -2.333229762615365416e+03, -2.333229762615365507e-02
1.387500000000000000e+02, -2.370182836092481921e+03, -2.370182836092482245e-02
1.387700000000000102e+02, -2.407610307360119350e+03, -2.407610307360119606e-02
1.387899999999999920e+02, -2.443775665924194527e+03, -2.443775665924194720e-02
1.388100000000000023e+02, -2.479659430811000675e+03, -2.479659430811000792e-02
1.388300000000000125e+02, -2.512897744224248527e+03, -2.512897744224248595e-02
1.388499999999999943e+02, -2.545479784417388146e+03, -2.545479784417388480e-02
1.388700000000000045e+02, -2.581016049570649557e+03, -2.581016049570649881e-02
1.388899999999999864e+02, -2.614666008190192770e+03, -2.614666008190192834e-02
1.389099999999999966e+02, -2.647804760874044860e+03, -2.647804760874045149e-02
1.389300000000000068e+02, -2.682967995467460696e+03, -2.682967995467460884e-02
1.389499999999999886e+02, -2.720155731098412616e+03, -2.720155731098412855e-02
1.389699999999999989e+02, -2.757020062160439011e+03, -2.757020062160439253e-02
1.389900000000000091e+02, -2.787399694166166228e+03, -2.787399694166166342e-02
1.390099999999999909e+02, -2.820211332985484660e+03, -2.820211332985484917e-02
1.390300000000000011e+02, -2.854032689532503355e+03, -2.854032689532503761e-02
1.390500000000000114e+02, -2.889759770788619790e+03, -2.889759770788620161e-02
1.390699999999999932e+02, -2.925304736231479183e+03, -2.925304736231479352e-02
1.390900000000000034e+02, -2.959740000484120628e+03, -2.959740000484121017e-02
1.391100000000000136e+02, -2.991908971550383740e+03, -2.991908971550383961e-02
1.391299999999999955e+02, -3.026742382189812361e+03, -3.026742382189812758e-02
1.391500000000000057e+02, -3.057968459527521190e+03, -3.057968459527521388e-02
1.391699999999999875e+02, -3.090623615064452224e+03, -3.090623615064452476e-02
1.391899999999999977e+02, -3.126590408418505376e+03, -3.126590408418505884e-02
1.392100000000000080e+02, -3.161064846545157707e+03, -3.161064846545157819e-02
1.392299999999999898e+02, -3.192536331089637315e+03, -3.192536331089637636e-02
1.392500000000000000e+02, -3.227875936686994919e+03, -3.227875936686995517e-02
1.392700000000000102e+02, -3.262351664020116459e+03, -3.262351664020116809e-02
1.392899999999999920e+02, -3.297655298231247798e+03, -3.297655298231248061e-02
1.393100000000000023e+02, -3.333516623383496608e+03, -3.333516623383497163e-02
1.393300000000000125e+02, -3.359245645486391822e+03, -3.359245645486392401e-02
1.393499999999999943e+02, -3.391155198399196706e+03, -3.391155198399196935e-02
1.393700000000000045e+02, -3.423506252077498175e+03, -3.423506252077498230e-02
1.393899999999999864e+02, -3.459821855788693028e+03, -3.459821855788693112e-02
1.394099999999999966e+02, -3.492614399730347941e+03, -3.492614399730348262e-02
1.394300000000000068e+02, -3.524006101723492066e+03, -3.524006101723492490e-02
1.394499999999999886e+02, -3.562081237267649612e+03, -3.562081237267650247e-02
1.394699999999999989e+02, -3.595742358194277585e+03, -3.595742358194278093e-02
1.394900000000000091e+02, -3.626808353107102903e+03, -3.626808353107103394e-02
1.395099999999999909e+02, -3.657764246692946472e+03, -3.657764246692946780e-02
1.395300000000000011e+02, -3.686400567483888608e+03, -3.686400567483889140e-02
1.395500000000000114e+02, -3.720076243945624356e+03, -3.720076243945624750e-02
1.395699999999999932e+02, -3.754727273065701411e+03, -3.754727273065702059e-02
1.395900000000000034e+02, -3.787952048723636381e+03, -3.787952048723636916e-02
1.396100000000000136e+02, -3.821466120536891140e+03, -3.821466120536891331e-02
1.396299999999999955e+02, -3.851089817913868956e+03, -3.851089817913869173e-02
1.396500000000000057e+02, -3.882188494923967937e+03, -3.882188494923968086e-02
1.396699999999999875e+02, -3.915161792422768940e+03, -3.915161792422769405e-02
1.396899999999999977e+02, -3.946456429266602754e+03, -3.946456429266603089e-02
1.397100000000000080e+02, -3.978633128706007483e+03, -3.978633128706007827e-02
1.397299999999999898e+02, -4.008717341985771327e+03, -4.008717341985771482e-02
1.397500000000000000e+02, -4.046179429000346772e+03, -4.046179429000346800e-02
1.397700000000000102e+02, -4.078208526804024132e+03, -4.078208526804024542e-02
1.397899999999999920e+02, -4.107392416081112970e+03, -4.107392416081113301e-02
1.398100000000000023e+02, -4.138789168694194814e+03, -4.138789168694195081e-02
1.398300000000000125e+02, -4.170736530649286578e+03, -4.170736530649286899e-02
1.398499999999999943e+02, -4.200700680995920266e+03, -4.200700680995920339e-02
1.398700000000000045e+02, -4.235005672710713043e+03, -4.235005672710713542e-02
1.398899999999999864e+02, -4.266129778962049386e+03, -4.266129778962049479e-02
1.399099999999999966e+02, -4.298783138325992695e+03, -4.298783138325992792e-02
1.399300000000000068e+02, -4.328665692961438253e+03, -4.328665692961438521e-02
1.399499999999999886e+02, -4.356439623052983734e+03, -4.356439623052984350e-02
1.399699999999999989e+02, -4.389723246526809817e+03, -4.389723246526810313e-02
1.399900000000000091e+02, -4.421483104620594531e+03, -4.421483104620595184e-02
1.400099999999999909e+02, -4.453255940539994299e+03, -4.453255940539994906e-02
1.400300000000000011e+02, -4.485335626838578719e+03, -4.485335626838578976e-02
1.400500000000000114e+02, -4.520293136089714608e+03, -4.520293136089714725e-02
1.400699999999999932e+02, -4.550090721778572515e+03, -4.550090721778572711e-02
1.400900000000000034e+02, -4.575290687255992452e+03, -4.575290687255993000e-02
1.401100000000000136e+02, -4.606832322134174319e+03, -4.606832322134174484e-02
1.401299999999999955e+02, -4.635865960123543118e+03, -4.635865960123543295e-02
1.401500000000000057e+02, -4.668068908177074263e+03, -4.668068908177074733e-02
1.401699999999999875e+02, -4.700417396581845423e+03, -4.700417396581845625e-02
1.401899999999999977e+02, -4.729796414776202255e+03, -4.729796414776202967e-02
1.402100000000000080e+02, -4.760121174844982306e+03, -4.760121174844982733e-02
1.402299999999999898e+02, -4.791449550435367200e+03, -4.791449550435367827e-02
1.402500000000000000e+02, -4.823909317510562687e+03, -4.823909317510562816e-02
1.402700000000000102e+02, -4.856174596779858803e+03, -4.856174596779859465e-02
1.402899999999999920e+02, -4.887584954241201558e+03, -4.887584954241201707e-02
1.403100000000000023e+02, -4.913625346813118995e+03, -4.913625346813119132e-02
1.403300000000000125e+02, -4.940143274292020578e+03, -4.940143274292020659e-02
1.403499999999999943e+02, -4.968543160717397768e+03, -4.968543160717397988e-02
1.403700000000000045e+02, -4.999709349391588148e+03, -4.999709349391588675e-02
1.403899999999999864e+02, -5.032089884797286686e+03, -5.032089884797286833e-02
1.404099999999999966e+02, -5.063110433597997144e+03, -5.063110433597997617e-02
1.404300000000000068e+02, -5.097479678685084764e+03, -5.097479678685085114e-02
1.404499999999999886e+02, -5.127581109810641465e+03, -5.127581109810641635e-02
1.404699999999999989e+02, -5.156063191886019922e+03, -5.156063191886020580e-02
1.404900000000000091e+02, -5.183150703334800710e+03, -5.183150703334801074e-02
1.405099999999999909e+02, -5.212079191520821041e+03, -5.212079191520821442e-02
1.405300000000000011e+02, -5.241081956532657387e+03, -5.241081956532658154e-02
1.405500000000000114e+02, -5.272687342125730538e+03, -5.272687342125730731e-02
1.405699999999999932e+02, -5.301460058621458302e+03, -5.301460058621458582e-02
1.405900000000000034e+02, -5.328881565433513970e+03, -5.328881565433514489e-02
1.406100000000000136e+02, -5.355450204830367511e+03, -5.355450204830367739e-02
1.406299999999999955e+02, -5.384337133814659865e+03, -5.384337133814660198e-02
1.406500000000000057e+02, -5.418461504563294511e+03, -5.418461504563294728e-02
1.406699999999999875e+02, -5.448835645447239585e+03, -5.448835645447239889e-02
1.406899999999999977e+02, -5.480179622999939966e+03, -5.480179622999940131e-02
1.407100000000000080e+02, -5.509451532332587703e+03, -5.509451532332588358e-02
1.407299999999999898e+02, -5.536027223141411014e+03, -5.536027223141411213e-02
1.407500000000000000e+02, -5.562511056470727453e+03, -5.562511056470727938e-02
1.407700000000000102e+02, -5.590621493049182391e+03, -5.590621493049182517e-02
1.407899999999999920e+02, -5.619121859466956266e+03, -5.619121859466956470e-02
1.408100000000000023e+02, -5.649731573341463445e+03, -5.649731573341464086e-02
1.408300000000000125e+02, -5.676767638420680669e+03, -5.676767638420680828e-02
1.408499999999999943e+02, -5.706434362756544942e+03, -5.706434362756545448e-02
1.408700000000000045e+02, -5.734962426004858571e+03, -5.734962426004858865e-02
1.408899999999999864e+02, -5.765422991247086429e+03, -5.765422991247087098e-02
1.409099999999999966e+02, -5.792764058974340514e+03, -5.792764058974340935e-02
1.409300000000000068e+02, -5.821901860882985602e+03, -5.821901860882985891e-02
1.409499999999999886e+02, -5.850699147740246190e+03, -5.850699147740246603e-02
1.409699999999999989e+02, -5.877786016174558426e+03, -5.877786016174559036e-02
1.409900000000000091e+02, -5.903469686734044444e+03, -5.903469686734044708e-02
1.410099999999999909e+02, -5.932489332078361258e+03, -5.932489332078361849e-02
1.410300000000000011e+02, -5.958965651496395367e+03, -5.958965651496395816e-02
1.410500000000000114e+02, -5.990133236083727752e+03, -5.990133236083728524e-02
1.410699999999999932e+02, -6.020974074683505023e+03, -6.020974074683505678e-02
1.410900000000000034e+02, -6.048174206211963792e+03, -6.048174206211964082e-02
1.411100000000000136e+02, -6.074839077076566355e+03, -6.074839077076566590e-02
1.411299999999999955e+02, -6.099753528357175128e+03, -6.099753528357175492e-02
1.411500000000000057e+02, -6.126662799276515216e+03, -6.126662799276515886e-02
1.411699999999999875e+02, -6.156280643573307316e+03, -6.156280643573307926e-02
1.411899999999999977e+02, -6.181307450630189123e+03, -6.181307450630189881e-02
