time,RA,DEC,AZ
332.31,277.4709,80.1844,-0.2575
332.33,277.3083,80.1917,-0.1182
332.35,277.1437,80.199,0.0191
332.37,276.9809,80.2062,0.1611
332.39,276.8179,80.2134,0.3024
332.41,276.6536,80.2204,0.4496
332.43,276.4895,80.2273,0.6001
332.45,276.3249,80.2343,0.7484
332.47,276.1604,80.2413,0.8994
332.49,275.9962,80.2481,1.0427
332.51,275.83,80.2549,1.1913
332.53,275.6647,80.2614,1.3317
332.55,275.5005,80.268,1.4785
332.57,275.3357,80.2746,1.625
332.59,275.1692,80.2808,1.7687
332.61,275.0034,80.287,1.9154
332.63,274.8377,80.2932,2.0601
332.65,274.67,80.2994,2.2101
332.67,274.5041,80.3056,2.3587
332.69,274.3378,80.3115,2.506
332.71,274.1701,80.3173,2.6599
332.73,274.003,80.3232,2.8077
332.75,273.8358,80.329,2.9536
332.77,273.6669,80.3348,3.1011
332.79,273.4983,80.3402,3.2573
332.81,273.3299,80.3455,3.4013
332.83,273.1608,80.3509,3.5503
332.85,272.9914,80.3562,3.7028
332.87,272.8219,80.3615,3.8505
332.89,272.6527,80.3667,3.9928
332.91,272.4847,80.3717,4.1426
332.93,272.3149,80.3768,4.2905
332.95,272.1452,80.382,4.4522
332.97,271.9755,80.3866,4.6029
332.99,271.8048,80.3913,4.7544
333.01,271.6338,80.3958,4.9069
333.03,271.4649,80.4004,5.0564
333.05,271.2944,80.405,5.2098
333.07,271.1244,80.4092,5.3597
333.09,270.9527,80.4134,5.5118
333.11,270.7827,80.4174,5.6606
333.13,270.612,80.4215,5.8113
333.15,270.4417,80.4254,5.9553
333.17,270.2707,80.4293,6.1042
333.19,270.0997,80.4331,6.2675
333.21,269.9274,80.4369,6.4224
333.23,269.7541,80.4407,6.5789
333.25,269.5812,80.4444,6.7352
333.27,269.4104,80.4479,6.8795
333.29,269.2376,80.4513,7.031
333.31,269.0668,80.4548,7.1843
333.33,268.8943,80.4582,7.3412
333.35,268.7212,80.4614,7.4916
333.37,268.5498,80.4644,7.6446
333.39,268.3783,80.4674,7.7959
333.41,268.2051,80.4705,7.9529
333.43,268.0338,80.4736,8.108
333.45,267.8607,80.4765,8.26
333.47,267.6869,80.4792,8.4123
333.49,267.5132,80.482,8.5626
333.51,267.34,80.4843,8.7202
333.53,267.1671,80.4869,8.8776
333.55,266.9937,80.489,9.0281
333.57,266.82,80.4914,9.1802
333.59,266.6462,80.4935,9.3322
333.61,266.4729,80.4957,9.4909
333.63,266.2991,80.4979,9.6442
333.65,266.125,80.4998,9.7991
333.67,265.9514,80.5016,9.9459
333.69,265.7779,80.5035,10.1024
333.71,265.6036,80.5054,10.2662
333.73,265.4297,80.507,10.4233
333.75,265.2554,80.5085,10.5854
333.77,265.0819,80.51,10.73
333.79,264.9079,80.5113,10.8847
333.81,264.7337,80.5123,11.039
333.83,264.5588,80.5136,11.1948
333.85,264.3848,80.5148,11.3421
333.87,264.2103,80.5159,11.4992
333.89,264.0372,80.5169,11.6526
333.91,263.8615,80.5176,11.8158
333.93,263.6872,80.5183,11.9756
333.95,263.5129,80.5189,12.1297
333.97,263.3384,80.5193,12.2882
333.99,263.1646,80.5198,12.436
334.01,262.9903,80.5201,12.591
334.03,262.8161,80.5205,12.7513
334.05,262.642,80.5205,12.9064
334.07,262.4677,80.5207,13.0606
334.09,262.2941,80.5205,13.2122
334.11,262.1199,80.5206,13.3734
334.13,261.9445,80.5205,13.5297
334.15,261.7692,80.5202,13.684
334.17,261.5948,80.5198,13.8385
334.19,261.419,80.5193,13.9844
334.21,261.2457,80.5189,14.1388
334.23,261.0724,80.5183,14.2993
334.25,260.8973,80.5178,14.4529
334.27,260.723,80.5169,14.6021
334.29,260.5499,80.5162,14.7678
334.31,260.3748,80.5152,14.929
334.33,260.2015,80.5142,15.0866
334.35,260.0264,80.5131,15.2403
334.37,259.8528,80.512,15.3872
334.39,259.6793,80.5108,15.5376
334.41,259.5053,80.5094,15.6874
334.43,259.332,80.508,15.8473
334.45,259.1595,80.5064,16.0082
334.47,258.9866,80.5047,16.1662
334.49,258.8128,80.503,16.3209
334.51,258.6392,80.5013,16.4747
334.53,258.4655,80.4993,16.6301
334.55,258.2928,80.4973,16.7804
334.57,256.9069,80.479,18.0178
334.73,256.7342,80.4765,18.1634
334.75,256.5614,80.4735,18.3168
334.77,256.3884,80.4705,18.478
334.79,256.2154,80.4676,18.6299
334.81,256.043,80.4645,18.78
334.83,255.8703,80.4613,18.93
334.85,255.6986,80.4581,19.0856
334.87,255.5265,80.4549,19.2434
334.89,255.356,80.4514,19.3931
334.91,255.1842,80.448,19.5454
334.93,255.0111,80.4443,19.6999
334.95,254.8391,80.4409,19.8526
334.97,254.6667,80.4371,20.0055
334.99,254.4954,80.4335,20.1558
335.01,254.3238,80.4295,20.3106
335.03,254.1533,80.4257,20.4636
335.05,253.9833,80.4218,20.6123
335.07,253.813,80.4177,20.7662
335.09,253.6415,80.4136,20.9118
335.11,253.4716,80.4093,21.0639
335.13,253.3023,80.4048,21.215
335.15,253.1322,80.4003,21.3698
335.17,252.9613,80.3957,21.5215
335.19,252.7901,80.3909,21.6761
335.21,252.6214,80.3862,21.8229
335.23,252.451,80.3815,21.9722
335.25,252.2826,80.3769,22.1196
335.27,252.1126,80.3717,22.2748
335.29,251.9439,80.367,22.4265
335.31,251.7743,80.3617,22.5776
335.33,251.607,80.3567,22.7255
335.35,251.4386,80.3514,22.8762
335.37,251.2707,80.3462,23.0221
335.39,251.1035,80.3409,23.1729
335.41,250.9338,80.3351,23.3179
335.43,250.768,80.3295,23.463
335.45,250.6005,80.3239,23.6126
335.47,250.4325,80.3178,23.7654
335.49,250.2659,80.3118,23.9099
335.51,250.0992,80.3055,24.0569
335.53,249.9323,80.2991,24.208
335.55,249.7659,80.293,24.3545
335.57,249.5992,80.2868,24.4998
335.59,249.4329,80.2803,24.6466
335.61,249.2675,80.274,24.7923
335.63,249.102,80.2675,24.9426
335.65,248.9365,80.2611,25.0912
335.67,248.7716,80.2549,25.238
335.69,248.6079,80.2484,25.3861
335.71,248.4435,80.2419,25.5305
335.73,248.2791,80.2349,25.6693
335.75,248.1147,80.2281,25.8124
335.77,247.9497,80.2212,25.9589
335.79,247.7849,80.2143,26.1044
335.81,247.6224,80.2071,26.2556
335.83,247.459,80.1998,26.398
335.85,247.2952,80.1929,26.5419
335.87,247.1328,80.1855,26.6893
335.89,246.9702,80.1781,26.8304
335.91,246.8078,80.1705,26.978
335.93,246.6454,80.1628,27.1161
335.95,246.4838,80.1551,27.2617
335.97,246.3227,80.1473,27.3975
335.99,246.1609,80.1395,27.5443
336.01,246.0011,80.1317,27.6846
336.03,245.8386,80.1238,27.823
336.05,245.6798,80.1158,27.9641
336.07,245.5196,80.1076,28.0991
336.09,245.3612,80.0996,28.2331
336.11,245.2019,80.0914,28.3838
336.13,245.0427,80.083,28.5257
336.15,244.883,80.0746,28.6694
336.17,244.7234,80.0662,28.8148
336.19,244.5634,80.0579,28.9526
336.21,244.405,80.0491,29.0901
336.23,244.2468,80.0404,29.2285
336.25,244.0889,80.0315,29.3729
336.27,243.9317,80.0227,29.5021
336.29,243.7735,80.0137,29.6462
336.31,243.6161,80.0045,29.782
336.33,243.4584,79.9953,29.9146
336.35,243.3024,79.9862,30.048
336.37,243.1461,79.9769,30.1943
336.39,242.9912,79.9675,30.3261
336.41,242.8354,79.9582,30.4716
336.43,242.6802,79.949,30.607
336.45,242.5247,79.9394,30.7391
336.47,242.369,79.9297,30.8829
336.49,242.2142,79.9203,31.0182
336.51,242.0612,79.9106,31.1427
336.53,241.9074,79.9008,31.2778
336.55,241.7548,79.8911,31.4131
336.57,241.6007,79.881,31.5441
336.59,241.4472,79.871,31.683
336.61,241.2941,79.8609,31.8192
336.63,241.1407,79.8508,31.9499
336.65,240.9881,79.8405,32.0875
336.67,240.8361,79.8301,32.2175
336.69,240.6852,79.8196,32.3466
336.71,240.5342,79.8086,32.4839
336.73,240.3842,79.7981,32.6155
336.75,240.2341,79.7875,32.7483
336.77,240.0841,79.7767,32.875
336.79,239.9328,79.7659,33.005
336.81,239.7838,79.7552,33.1364
336.83,239.6352,79.7443,33.2632
336.85,239.4848,79.7333,33.4026
336.87,239.3355,79.7224,33.5287
336.89,239.1858,79.7113,33.657
336.91,239.0375,79.7,33.7866
336.93,238.8891,79.689,33.927
336.95,238.7411,79.6777,34.049
336.97,238.5947,79.6662,34.1695
336.99,238.4482,79.6549,34.3048
337.01,238.3024,79.6433,34.4311
337.03,238.1558,79.6318,34.5507
337.05,238.0106,79.6203,34.6774
337.07,237.8647,79.6086,34.8016
337.09,237.7185,79.5969,34.932
337.11,237.5732,79.5851,35.0596
337.13,237.4281,79.5731,35.1938
337.15,237.2834,79.5612,35.3197
337.17,237.1391,79.5492,35.4449
337.19,236.9951,79.5371,35.5657
337.21,236.853,79.5251,35.6898
337.23,236.71,79.513,35.8139
337.25,236.5681,79.5009,35.9437
337.27,236.4262,79.4886,36.0589
337.29,236.284,79.4763,36.1776
337.31,236.1426,79.464,36.2979
337.33,236.0012,79.4516,36.4221
337.35,235.8598,79.4393,36.5449
337.37,235.7199,79.4268,36.6618
337.39,235.5787,79.4142,36.7971
337.41,235.4373,79.4015,36.9212
337.43,235.2968,79.3887,37.0378
337.45,235.1574,79.3756,37.1613
337.47,235.0193,79.3627,37.2744
337.49,234.8814,79.3498,37.3934
337.51,234.7435,79.3368,37.5108
337.53,234.6054,79.3235,37.6327
337.55,234.4679,79.3103,37.7501
337.57,234.3303,79.2968,37.8721
337.59,234.1947,79.2837,37.9817
337.61,234.0577,79.2703,38.1021
337.63,233.9218,79.2572,38.2223
337.65,233.7856,79.2438,38.34
337.67,233.651,79.2303,38.4526
337.69,233.5164,79.2166,38.5717
337.71,233.3805,79.203,38.6841
337.73,233.2456,79.189,38.8059
337.75,233.1102,79.1752,38.918
337.77,232.9759,79.1613,39.0382
337.79,232.8417,79.1473,39.1482
337.81,232.7082,79.1335,39.2611
337.83,232.5752,79.1193,39.3797
337.85,232.4431,79.1051,39.4909
337.87,232.3101,79.0911,39.6054
337.89,232.1788,79.0771,39.7129
337.91,232.0464,79.0626,39.827
337.93,231.9148,79.0484,39.9409
337.95,231.7828,79.034,40.0567
337.97,231.6524,79.0195,40.1668
337.99,231.5229,79.005,40.2773
338.01,231.3923,78.9904,40.3905
338.03,231.2624,78.9758,40.4985
338.05,231.1335,78.9613,40.6001
338.07,231.0045,78.9467,40.714
338.09,230.8758,78.9321,40.8238
338.11,230.7467,78.9173,40.9313
338.13,230.6187,78.9026,41.0484
338.15,230.4903,78.8877,41.1543
338.17,230.3617,78.8729,41.2689
338.19,230.2353,78.8577,41.371
338.21,230.1094,78.8428,41.4814
338.23,229.9828,78.8277,41.5936
338.25,229.8559,78.8125,41.6947
338.27,229.7309,78.7974,41.8019
338.29,229.6068,78.7823,41.9089
338.31,229.481,78.767,42.011
338.33,229.3563,78.7514,42.1188
338.35,229.2325,78.7361,42.2246
338.37,229.1091,78.7208,42.3291
338.39,228.9863,78.7052,42.4325
338.41,228.8638,78.6895,42.5273
338.43,228.7407,78.6739,42.633
338.45,228.6186,78.6583,42.7368
338.47,228.4966,78.6426,42.8431
338.49,228.3744,78.6271,42.9518
338.51,228.2529,78.6115,43.0487
338.53,228.1319,78.5956,43.1525
338.55,228.0098,78.5802,43.254
338.57,227.8887,78.5644,43.3588
338.59,227.7686,78.5483,43.4568
338.61,227.6489,78.5322,43.5604
338.63,227.5293,78.5162,43.6615
338.65,227.4107,78.4999,43.7537
338.67,227.2905,78.4838,43.8469
338.69,227.172,78.4674,43.9468
338.71,227.0547,78.4511,44.0523
338.73,226.9367,78.4349,44.1584
338.75,226.8192,78.4187,44.2572
338.77,226.7017,78.4022,44.3537
338.79,226.583,78.3859,44.4574
338.81,226.467,78.3695,44.548
338.83,226.3516,78.3529,44.6445
338.85,226.2353,78.3363,44.7426
338.87,226.1211,78.3196,44.8308
338.89,226.0062,78.3029,44.9315
338.91,225.8916,78.2866,45.0289
338.93,225.7779,78.2699,45.1197
338.95,225.6637,78.2532,45.2146
338.97,225.5495,78.2364,45.3147
338.99,225.4363,78.2196,45.4113
339.01,225.3233,78.2027,45.5065
339.03,225.21,78.1856,45.5981
339.05,225.0977,78.1687,45.6887
339.07,224.9846,78.1517,45.7833
339.09,224.8727,78.1345,45.8702
339.11,224.7617,78.1172,45.9622
339.13,224.6501,78.1001,46.0538
339.15,224.5392,78.0827,46.1534
339.17,224.4285,78.0652,46.2417
339.19,224.3172,78.0478,46.3347
339.21,224.2064,78.0305,46.4267
339.23,224.0963,78.0131,46.5192
339.25,223.9864,77.9955,46.6129
339.27,223.8767,77.9778,46.7005
339.29,223.768,77.9601,46.7891
339.31,223.6607,77.9425,46.8767
339.33,223.5532,77.9249,46.9631
339.35,223.4454,77.9071,47.0499
339.37,223.3369,77.8894,47.1368
339.39,223.2294,77.8717,47.2296
339.41,223.1235,77.8541,47.3125
339.43,223.0165,77.8362,47.4075
339.45,222.9101,77.8181,47.497
339.47,222.8021,77.8001,47.5831
339.49,222.6972,77.7822,47.6675
339.51,222.5918,77.764,47.7558
339.53,222.4859,77.746,47.8481
339.55,222.3806,77.7277,47.9279
339.57,222.2764,77.7096,48.0118
339.59,222.1717,77.6913,48.0964
339.61,222.0676,77.6732,48.1782
339.63,221.9637,77.655,48.2603
339.65,221.86,77.6367,48.3491
339.67,221.7574,77.6185,48.4284
339.69,221.6543,77.6001,48.5212
339.71,221.551,77.5815,48.6092
339.73,221.4484,77.5629,48.6895
339.75,221.3469,77.5446,48.7714
339.77,221.246,77.5259,48.8533
339.79,221.1443,77.5072,48.934
339.81,221.0442,77.4887,49.0107
339.83,220.9434,77.4702,49.0879
339.85,220.8421,77.4514,49.1598
339.87,220.7417,77.4325,49.254
339.89,220.6426,77.4137,49.3445
339.91,220.5432,77.3947,49.4258
339.93,220.4434,77.376,49.5079
339.95,220.344,77.3569,49.5836
339.97,220.2456,77.3379,49.6635
339.99,220.1477,77.3192,49.7435
340.01,220.0492,77.3001,49.8164
340.03,219.9507,77.2811,49.8883
340.05,219.8528,77.2618,49.9718
340.07,219.7558,77.2426,50.0552
340.09,219.6591,77.2233,50.1362
340.11,219.5617,77.2041,50.2153
340.13,219.4649,77.1848,50.2858
340.15,219.369,77.1654,50.3645
340.17,219.273,77.1462,50.4356
340.19,219.1786,77.1267,50.5086
340.21,219.0832,77.1074,50.5928
340.23,218.9882,77.0884,50.6728
340.25,218.8938,77.0689,50.7485
340.27,218.8005,77.0494,50.8246
340.29,218.7058,77.0301,50.8911
340.31,218.6122,77.0107,50.9584
340.33,218.5192,76.9915,51.0397
340.35,218.4261,76.9719,51.1138
340.37,218.3324,76.9524,51.1908
340.39,218.2394,76.9327,51.2598
340.41,218.1477,76.9131,51.3333
340.43,218.0553,76.8933,51.4142
340.45,217.9636,76.8736,51.4794
340.47,217.8717,76.8537,51.5534
340.49,217.7814,76.8338,51.6222
340.51,217.69,76.8139,51.6917
340.53,217.6,76.7941,51.7671
340.55,217.5082,76.774,51.845
340.57,217.4171,76.7541,51.9207
340.59,217.3274,76.7342,51.9832
340.61,217.2379,76.7142,52.0535
340.63,217.1477,76.6943,52.1199
340.65,217.059,76.6739,52.1951
340.67,216.9694,76.6539,52.2698
340.69,216.8804,76.6338,52.339
340.71,216.7925,76.6135,52.4027
340.73,216.7046,76.5934,52.4688
340.75,216.6159,76.5731,52.5382
340.77,216.5276,76.5529,52.6038
340.79,216.4396,76.5328,52.6693
340.81,216.3537,76.5126,52.7449
340.83,216.2671,76.4924,52.8129
340.85,216.1804,76.4721,52.8856
340.87,216.0942,76.4516,52.9552
340.89,216.0084,76.4314,53.0113
340.91,215.9223,76.411,53.0752
340.93,215.8361,76.3906,53.1428
340.95,215.7495,76.3698,53.215
340.97,215.6642,76.3494,53.28
340.99,215.5792,76.3287,53.342
341.01,215.4944,76.3082,53.411
341.03,215.4103,76.2874,53.4771
341.05,215.326,76.2668,53.5478
341.07,215.2419,76.246,53.6088
341.09,215.1586,76.2253,53.6692
341.11,215.0746,76.2048,53.7374
341.13,214.9913,76.1841,53.8022
341.15,214.9083,76.1634,53.8626
341.17,214.826,76.1426,53.9319
341.19,214.7446,76.1215,53.9944
341.21,214.6619,76.1008,54.052
341.23,214.5798,76.08,54.1159
341.25,214.4979,76.0591,54.1785
341.27,214.4162,76.0381,54.2432
341.29,214.3357,76.0171,54.308
341.31,214.2541,75.9961,54.3708
341.33,214.1735,75.975,54.4344
341.35,214.0933,75.9539,54.4805
341.37,214.0128,75.933,54.532
341.39,213.9326,75.9118,54.5906
341.41,213.8526,75.8908,54.6617
341.43,213.773,75.8696,54.7329
341.45,213.6939,75.8484,54.7952
341.47,213.6142,75.8271,54.8553
341.49,213.5347,75.8058,54.9139
341.51,213.4564,75.7847,54.9627
341.53,213.3778,75.7634,55.0176
341.55,213.2999,75.7419,55.0818
341.57,213.2214,75.7205,55.1488
341.59,213.1444,75.699,55.2047
341.61,213.0672,75.6776,55.2648
341.63,212.9898,75.656,55.3216
341.65,212.913,75.6343,55.3732
341.67,212.8365,75.6128,55.4315
341.69,212.7594,75.5913,55.4955
341.71,212.6824,75.5697,55.5514
341.73,212.6057,75.5482,55.6103
341.75,212.5296,75.5266,55.6658
341.77,212.4538,75.5052,55.7185
341.79,212.3773,75.4837,55.7829
341.81,212.3031,75.4618,55.8372
341.83,212.2279,75.4402,55.8944
341.85,212.1538,75.4183,55.9478
341.87,212.0794,75.3965,56.0046
341.89,212.0052,75.3747,56.0537
341.91,211.9304,75.3531,56.1083
341.93,211.8563,75.3314,56.1686
341.95,211.7823,75.3093,56.2222
341.97,211.7081,75.2874,56.2723
341.99,211.6346,75.2658,56.3281
342.01,211.5617,75.2439,56.3773
342.03,211.489,75.2221,56.4198
342.05,211.4158,75.2004,56.4788
342.07,211.3423,75.1787,56.5369
342.09,211.2699,75.1566,56.5962
342.11,211.1973,75.1346,56.6474
342.13,211.1253,75.1125,56.7027
342.15,211.0553,75.0906,56.7469
342.17,210.9842,75.0686,56.7979
342.19,210.9133,75.0465,56.853
342.21,210.8427,75.0242,56.9094
342.23,210.7714,75.0021,56.9674
342.25,210.7007,74.9802,57.0152
342.27,210.6302,74.9582,57.0636
342.29,210.5594,74.936,57.1145
342.31,210.4897,74.9138,57.1675
342.33,210.4207,74.8917,57.2224
342.35,210.3505,74.8696,57.2729
342.37,210.2801,74.8475,57.3155
342.39,210.2112,74.8251,57.3677
342.41,210.1429,74.8029,57.4177
342.43,210.0739,74.7805,57.4699
342.45,210.006,74.7582,57.5158
342.47,209.9378,74.736,57.5598
342.49,209.8695,74.7138,57.6097
342.51,209.8013,74.6916,57.6569
342.53,209.7334,74.6691,57.7084
342.55,209.6665,74.6466,57.7618
342.57,209.5985,74.6242,57.8059
342.59,209.5307,74.6015,57.8567
342.61,209.4636,74.5789,57.9033
342.63,209.3966,74.5563,57.9575
342.65,209.3298,74.5335,58.0013
342.67,209.2636,74.5108,58.0498
342.69,209.1972,74.4881,58.0956
342.71,209.1317,74.4657,58.1395
342.73,209.0656,74.4432,58.1867
342.75,209.0001,74.4206,58.2383
342.77,208.9357,74.3979,58.2769
342.79,208.8705,74.3752,58.3179
342.81,208.8052,74.3524,58.3651
342.83,208.7388,74.3294,58.4076
342.85,208.6747,74.3068,58.462
342.87,208.6087,74.2842,58.5076
342.89,208.5441,74.2615,58.5548
342.91,208.4797,74.2387,58.6026
342.93,208.4151,74.2159,58.6467
342.95,208.3506,74.1932,58.6847
342.97,208.2864,74.1702,58.7335
342.99,208.2232,74.1473,58.7749
343.01,208.1601,74.1245,58.8266
343.03,208.0972,74.1016,58.8695
343.05,208.0333,74.0786,58.9164
343.07,207.9703,74.0556,58.9589
343.09,207.9079,74.0325,58.9942
343.11,207.8445,74.0096,59.0396
343.13,207.782,73.9866,59.0888
343.15,207.7202,73.9636,59.1353
343.17,207.658,73.9406,59.1687
343.19,207.5957,73.9176,59.2112
343.21,207.5335,73.8946,59.2581
343.23,207.4727,73.8715,59.2983
343.25,207.4117,73.8484,59.3407
343.27,207.3505,73.8251,59.3839
343.29,207.2894,73.802,59.4229
343.31,207.2293,73.779,59.4662
343.33,207.169,73.7557,59.5052
343.35,207.1088,73.7327,59.5426
343.37,207.048,73.7095,59.5863
343.39,206.9886,73.6862,59.6241
343.41,206.9285,73.6631,59.6688
343.43,206.869,73.6399,59.7084
343.45,206.8085,73.6166,59.7524
343.47,206.7486,73.5933,59.792
343.49,206.6896,73.57,59.8284
343.51,206.6303,73.5468,59.8689
343.53,206.5717,73.5233,59.914
343.55,206.5127,73.5001,59.9572
343.57,206.4535,73.4767,59.9924
343.59,206.3946,73.4534,60.031
343.61,206.3365,73.4299,60.0673
343.63,206.2782,73.4066,60.104
343.65,206.2201,73.3832,60.1395
343.67,206.1621,73.3598,60.1733
343.69,206.1043,73.3361,60.2169
343.71,206.0475,73.3128,60.2615
343.73,205.9908,73.2894,60.3061
343.75,205.9347,73.2658,60.3405
343.77,205.8779,73.2424,60.3772
343.79,205.8208,73.2189,60.415
343.81,205.7635,73.1955,60.4545
343.83,205.7072,73.172,60.49
343.85,205.6509,73.1485,60.5188
343.87,205.5954,73.1248,60.5569
343.89,205.5395,73.1012,60.5877
343.91,205.4834,73.0775,60.6335
343.93,205.4279,73.054,60.6732
343.95,205.3721,73.0301,60.71
343.97,205.3157,73.0066,60.7461
343.99,205.2605,72.9833,60.7826
344.01,205.2059,72.9594,60.819
344.03,205.1515,72.9355,60.8482
344.05,205.0968,72.9119,60.8865
344.07,205.0431,72.888,60.9201
344.09,204.9887,72.8642,60.9507
344.11,204.9341,72.8403,60.9869
344.13,204.8807,72.8166,61.0221
344.15,204.826,72.7925,61.0598
344.17,204.7715,72.7687,61.0917
344.19,204.7178,72.7448,61.122
344.21,204.6639,72.7211,61.1577
344.23,204.6106,72.6972,61.1969
344.25,204.5566,72.6735,61.2319
344.27,204.5036,72.6495,61.2709
344.29,204.4506,72.6256,61.299
344.31,204.3971,72.6016,61.3284
344.33,204.3445,72.5776,61.3609
344.35,204.2913,72.5536,61.3883
344.37,204.2381,72.5298,61.4258
344.39,204.1852,72.506,61.461
344.41,204.1331,72.482,61.5014
344.43,204.0813,72.4578,61.5372
344.45,204.0294,72.4339,61.5655
344.47,203.9767,72.4099,61.5988
344.49,203.9244,72.386,61.6324
344.51,203.8727,72.3618,61.6664
344.53,203.8211,72.3378,61.6967
344.55,203.7696,72.3137,61.7308
344.57,203.7182,72.2896,61.759
344.59,203.6666,72.2657,61.7962
344.61,203.6152,72.2414,61.8276
344.63,203.5642,72.2174,61.8541
344.65,203.513,72.1933,61.887
344.67,203.4631,72.169,61.9169
344.69,203.4137,72.1447,61.9452
344.71,203.3633,72.1204,61.9767
344.73,203.3135,72.0961,62.0122
344.75,203.2633,72.0719,62.0461
344.77,203.2137,72.0476,62.0685
344.79,203.1638,72.0231,62.0989
344.81,203.1141,71.9989,62.1298
344.83,203.065,71.9749,62.1575
344.85,203.0162,71.9508,62.1856
344.87,202.9673,71.9264,62.2153
344.89,202.9177,71.9021,62.2529
344.91,202.8687,71.8776,62.2851
344.93,202.8198,71.8532,62.3166
344.95,202.7719,71.829,62.3355
344.97,202.7236,71.8046,62.3656
344.99,202.6753,71.7802,62.3925
345.01,202.6276,71.7558,62.4201
345.03,202.5803,71.7313,62.4436
345.05,202.5319,71.7067,62.4751
345.07,202.4838,71.6823,62.5026
345.09,202.4347,71.6581,62.5395
345.11,202.3862,71.6337,62.5712
345.13,202.3391,71.6095,62.599
345.15,202.2926,71.5848,62.6242
345.17,202.2452,71.5602,62.651
345.19,202.1973,71.5354,62.6852
345.21,202.1505,71.5108,62.7083
345.23,202.1045,71.4861,62.7396
345.25,202.0579,71.4615,62.7664
345.27,202.0112,71.4372,62.7894
345.29,201.9644,71.4126,62.82
345.31,201.9177,71.3882,62.8468
345.33,201.8715,71.3638,62.8723
345.35,201.824,71.3393,62.8997
345.37,201.7778,71.3145,62.9193
345.39,201.7327,71.2899,62.9492
345.41,201.6873,71.2652,62.9796
345.43,201.6415,71.2402,63.0083
345.45,201.596,71.2156,63.0352
345.47,201.5499,71.1912,63.0557
345.49,201.5042,71.1668,63.0725
345.51,201.458,71.1423,63.1138
345.53,201.4126,71.1177,63.1388
345.55,201.3681,71.0929,63.1676
345.57,201.3229,71.0683,63.1936
345.59,201.2778,71.0437,63.219
345.61,201.2336,71.0189,63.2426
345.63,201.1895,70.9942,63.2669
345.65,201.1455,70.9693,63.2889
345.67,201.1012,70.9446,63.3126
345.69,201.0567,70.9199,63.3323
345.71,201.0124,70.895,63.3616
345.73,200.9686,70.8701,63.3818
345.75,200.9252,70.8452,63.4119
345.77,200.8813,70.8203,63.4386
345.79,200.837,70.7956,63.465
345.81,200.7928,70.7708,63.4938
345.83,200.7484,70.7461,63.5151
345.85,200.7048,70.7212,63.5435
345.87,200.662,70.6964,63.5588
345.89,200.6183,70.6717,63.5874
345.91,200.5747,70.6468,63.614
345.93,200.5315,70.6219,63.6328
345.95,200.4884,70.5971,63.6588
345.97,200.4457,70.5722,63.68
345.99,200.4029,70.5472,63.7019
346.01,200.3605,70.5223,63.7258
346.03,200.3179,70.4974,63.7524
346.05,200.2744,70.4723,63.7783
346.07,200.2322,70.4475,63.7945
346.09,200.1902,70.4226,63.8199
346.11,200.1481,70.3974,63.8461
346.13,200.1063,70.3724,63.8664
346.15,200.0646,70.3476,63.8823
346.17,200.0234,70.3225,63.912
346.19,199.9815,70.2975,63.932
346.21,199.9401,70.2725,63.9588
346.23,199.8986,70.2473,63.9819
346.25,199.8571,70.2221,64.0061
346.27,199.8154,70.1971,64.0218
346.29,199.7731,70.1721,64.0408
346.31,199.7318,70.1471,64.0599
346.33,199.6903,70.1221,64.0856
346.35,199.65,70.0969,64.11
346.37,199.6091,70.0717,64.1294
346.39,199.5689,70.0468,64.1516
346.41,199.5292,70.0216,64.1758
346.43,199.4885,69.9966,64.1979
346.45,199.4483,69.9715,64.2214
346.47,199.4079,69.9462,64.2362
346.49,199.3679,69.9211,64.2573
346.51,199.3274,69.8958,64.281
346.53,199.2868,69.8708,64.3001
346.55,199.2478,69.8456,64.3216
346.57,199.2074,69.8206,64.3364
346.59,199.1679,69.7953,64.3519
346.61,199.1285,69.77,64.3814
346.63,199.0886,69.7446,64.3995
346.65,199.0489,69.7196,64.4248
346.67,199.0091,69.6943,64.4446
346.69,198.9701,69.669,64.4641
346.71,198.93,69.644,64.4878
346.73,198.8911,69.6186,64.5042
346.75,198.852,69.5934,64.5262
346.77,198.8129,69.5681,64.5443
346.79,198.7743,69.5429,64.5598
346.81,198.7356,69.5177,64.5901
346.83,198.697,69.4927,64.6079
346.85,198.658,69.4673,64.626
346.87,198.6195,69.4418,64.6352
346.89,198.5809,69.4167,64.6548
346.91,198.5431,69.3914,64.6743
346.86,198.5054,69.366,64.7009
346.95,198.4674,69.3408,64.7201
346.97,198.4293,69.3153,64.7306
346.99,198.3908,69.2901,64.7495
347.01,198.3532,69.2648,64.7623
347.03,198.3153,69.2393,64.7879
347.05,198.2773,69.2138,64.8098
347.07,198.2403,69.1882,64.8264
347.09,198.2026,69.1628,64.845
347.11,198.1658,69.1374,64.8617
347.13,198.1284,69.1119,64.881
347.15,198.091,69.0863,64.8946
347.17,198.0541,69.0608,64.91
347.19,198.0173,69.0353,64.9353
347.21,197.9801,69.01,64.9594
347.23,197.9431,68.9844,64.9757
347.25,197.9066,68.9588,64.9858
347.27,197.8702,68.933,65.0004
347.29,197.8334,68.9075,65.019
347.31,197.7973,68.8822,65.0423
347.33,197.7604,68.8566,65.0632
347.35,197.7239,68.8311,65.0737
347.37,197.6879,68.8059,65.0853
