time,RA,DEC,AZ
152.07,171.3218,-17.8233,-112.7745
152.09,171.3112,-17.8464,-112.7857
152.11,171.3006,-17.8693,-112.7968
152.13,171.2898,-17.8921,-112.8079
152.15,171.2794,-17.9151,-112.819
152.17,171.269,-17.9383,-112.8301
152.19,171.2584,-17.9613,-112.8409
152.21,171.2477,-17.9844,-112.8574
152.23,171.2373,-18.0074,-112.8687
152.25,171.2268,-18.0304,-112.8744
152.27,171.2164,-18.0536,-112.8907
152.29,171.2058,-18.0766,-112.9016
152.31,171.1952,-18.0998,-112.9131
152.33,171.1848,-18.1228,-112.9246
152.35,171.1743,-18.1456,-112.9359
152.37,171.1639,-18.1688,-112.946
152.39,171.1536,-18.192,-112.9574
152.41,171.1431,-18.2151,-112.9673
152.43,171.1329,-18.2381,-112.9768
152.45,171.1225,-18.2612,-112.9971
152.47,171.1123,-18.2844,-113.0037
152.49,171.1022,-18.3076,-113.0175
152.51,171.0918,-18.3307,-113.0276
152.53,171.0814,-18.3538,-113.0381
152.55,171.0709,-18.3768,-113.0475
152.57,171.0607,-18.4001,-113.0615
152.59,171.0505,-18.423,-113.0753
152.61,171.0402,-18.4461,-113.0876
152.63,171.0301,-18.4692,-113.0987
152.65,171.0199,-18.4924,-113.1144
152.67,171.0099,-18.5155,-113.1264
152.69,170.9999,-18.5387,-113.1383
152.71,170.9897,-18.5619,-113.1501
152.73,170.9795,-18.5852,-113.1622
152.75,170.9695,-18.6082,-113.1745
152.77,170.9591,-18.6315,-113.1866
152.79,170.9489,-18.6546,-113.1931
152.81,170.9388,-18.6779,-113.2054
152.83,170.9287,-18.7009,-113.2178
152.85,170.9187,-18.7243,-113.2297
152.87,170.9089,-18.7473,-113.2417
152.89,170.8987,-18.7706,-113.2541
152.91,170.8887,-18.7938,-113.2666
152.93,170.8787,-18.8168,-113.2787
152.95,170.8687,-18.8401,-113.291
152.97,170.8587,-18.8631,-113.3035
152.99,170.8486,-18.8863,-113.3158
153.01,170.8384,-18.9096,-113.3341
153.03,170.8286,-18.9328,-113.3466
153.05,170.8187,-18.956,-113.3592
153.07,170.8087,-18.9792,-113.3715
153.09,170.7989,-19.0024,-113.384
153.11,170.7889,-19.0256,-113.3966
153.13,170.7793,-19.049,-113.4091
153.15,170.7694,-19.0722,-113.4212
153.17,170.7596,-19.0955,-113.4336
153.19,170.7499,-19.1188,-113.446
153.21,170.74,-19.1419,-113.4587
153.23,170.7303,-19.1651,-113.4713
153.25,170.7205,-19.1881,-113.4836
153.27,170.7109,-19.2113,-113.5013
153.29,170.7013,-19.2346,-113.5135
153.31,170.6916,-19.2579,-113.5262
153.33,170.6819,-19.2809,-113.5333
153.35,170.6722,-19.3041,-113.5507
153.37,170.6623,-19.3273,-113.5631
153.39,170.6524,-19.3506,-113.5755
153.41,170.643,-19.3739,-113.587
153.43,170.6332,-19.397,-113.6019
153.45,170.6236,-19.4203,-113.6122
153.47,170.6141,-19.4435,-113.6239
153.49,170.6043,-19.4666,-113.6389
153.51,170.5947,-19.4896,-113.6514
153.53,170.5851,-19.513,-113.6659
153.55,170.5755,-19.5363,-113.6834
153.57,170.5659,-19.5595,-113.695
153.59,170.5564,-19.5828,-113.7157
153.61,170.5466,-19.606,-113.7228
153.63,170.5371,-19.6291,-113.7335
153.65,170.5276,-19.6527,-113.7472
153.67,170.518,-19.6759,-113.7607
153.69,170.5082,-19.6995,-113.7736
153.71,170.4988,-19.7228,-113.7872
153.73,170.4894,-19.7461,-113.8006
153.75,170.48,-19.7694,-113.8139
153.77,170.4706,-19.7925,-113.8273
153.79,170.461,-19.8157,-113.8408
153.81,170.4514,-19.8389,-113.8544
153.83,170.4419,-19.8623,-113.8678
153.85,170.4326,-19.8856,-113.8812
153.87,170.423,-19.909,-113.8946
153.89,170.4137,-19.9324,-113.9082
153.91,170.4041,-19.9557,-113.9217
153.93,170.3946,-19.9793,-113.9351
153.95,170.3853,-20.0026,-113.9487
153.97,170.3757,-20.0261,-113.9624
153.99,170.3665,-20.0494,-113.9761
154.01,170.3574,-20.0728,-113.9896
154.03,170.3483,-20.0962,-114.0031
154.05,170.339,-20.1196,-114.0168
154.07,170.3295,-20.1429,-114.0302
154.09,170.3202,-20.1663,-114.0434
154.11,170.3108,-20.1895,-114.057
154.13,170.3017,-20.213,-114.0704
154.15,170.2925,-20.2364,-114.0834
154.17,170.2833,-20.2599,-114.097
154.19,170.274,-20.2832,-114.1155
154.21,170.2646,-20.3065,-114.1293
154.23,170.2552,-20.3298,-114.1431
154.25,170.2458,-20.3531,-114.1565
154.27,170.2365,-20.3764,-114.1702
154.29,170.2272,-20.4,-114.1839
154.31,170.2177,-20.4231,-114.1977
154.33,170.2087,-20.446,-114.211
154.35,170.1996,-20.4693,-114.2269
154.37,170.1906,-20.4928,-114.2387
154.39,170.1813,-20.5163,-114.2568
154.41,170.1719,-20.5396,-114.2668
154.43,170.1626,-20.5629,-114.2828
154.45,170.1536,-20.586,-114.2972
154.47,170.1443,-20.6093,-114.3103
154.49,170.1351,-20.6326,-114.3306
154.51,170.1259,-20.6558,-114.344
154.53,170.117,-20.6793,-114.3587
154.55,170.1078,-20.7027,-114.3752
154.57,170.0988,-20.7259,-114.3861
154.59,170.0897,-20.7493,-114.4034
154.61,170.0807,-20.7723,-114.4151
154.63,170.0716,-20.7955,-114.4341
154.65,170.0627,-20.819,-114.4573
154.67,170.0536,-20.8426,-114.4636
154.69,170.0445,-20.8659,-114.4793
154.71,170.0355,-20.8894,-114.4871
154.73,170.0265,-20.9129,-114.5079
154.75,170.0176,-20.936,-114.5203
154.77,170.0085,-20.9595,-114.5354
154.79,169.9997,-20.9832,-114.5461
154.81,169.9908,-21.0067,-114.5614
154.83,169.9817,-21.0301,-114.5811
154.85,169.9728,-21.0536,-114.5965
154.87,169.964,-21.0768,-114.6075
154.89,169.9547,-21.1002,-114.6237
154.91,169.9457,-21.1236,-114.6382
154.93,169.9368,-21.1471,-114.6541
154.95,169.9281,-21.1704,-114.6725
154.97,169.9193,-21.1937,-114.6828
154.99,169.9104,-21.2171,-114.6948
155.01,169.9014,-21.2404,-114.7089
155.03,169.8922,-21.2639,-114.7216
155.05,169.8832,-21.2875,-114.7409
155.07,169.8744,-21.3111,-114.7628
155.09,169.8655,-21.3346,-114.7722
155.11,169.8564,-21.3581,-114.7836
155.13,169.8475,-21.3815,-114.8018
155.15,169.8386,-21.4049,-114.8185
155.17,169.8295,-21.4283,-114.8339
155.19,169.8204,-21.4518,-114.8419
155.21,169.8113,-21.475,-114.8588
155.23,169.8024,-21.4985,-114.8713
155.25,169.7936,-21.5218,-114.8885
155.27,169.7848,-21.5453,-114.9074
155.29,169.7757,-21.5686,-114.9213
155.31,169.7667,-21.592,-114.9331
155.33,169.7579,-21.6155,-114.9525
155.35,169.7494,-21.6391,-114.9672
155.37,169.7405,-21.6626,-114.9883
155.39,169.7316,-21.686,-114.9964
155.41,169.7227,-21.7094,-115.0095
155.43,169.7138,-21.733,-115.0321
155.45,169.7051,-21.7564,-115.0459
155.47,169.6963,-21.7798,-115.0561
155.49,169.6874,-21.8035,-115.0801
155.51,169.6786,-21.8271,-115.0917
155.53,169.6698,-21.8505,-115.1062
155.55,169.6612,-21.874,-115.1243
155.57,169.6524,-21.8975,-115.1423
155.59,169.6436,-21.9209,-115.1539
155.61,169.6349,-21.9442,-115.1714
155.63,169.6262,-21.9676,-115.1852
155.65,169.6175,-21.991,-115.2009
155.67,169.6085,-22.0146,-115.22
155.69,169.5999,-22.0381,-115.2384
155.71,169.5912,-22.0617,-115.2468
155.73,169.5826,-22.085,-115.2614
155.75,169.5738,-22.1085,-115.2761
155.77,169.5652,-22.1321,-115.2894
155.79,169.5564,-22.1556,-115.3058
155.81,169.5478,-22.1791,-115.3264
155.83,169.5393,-22.2028,-115.3392
155.85,169.5309,-22.2264,-115.3555
155.87,169.5222,-22.2499,-115.3708
155.89,169.5134,-22.2734,-115.3865
155.91,169.5048,-22.2968,-115.4034
155.93,169.4961,-22.3204,-115.4171
155.95,169.4872,-22.3438,-115.4392
155.97,169.4786,-22.3674,-115.4489
155.99,169.4699,-22.3911,-115.4678
156.01,169.4613,-22.4146,-115.4813
156.03,169.453,-22.4383,-115.5001
156.05,169.4447,-22.462,-115.5195
156.07,169.4361,-22.4856,-115.5334
156.09,169.4274,-22.5091,-115.5431
156.11,169.4186,-22.5327,-115.5615
156.13,169.41,-22.5563,-115.5792
156.15,169.4013,-22.5797,-115.6004
156.17,169.3926,-22.6032,-115.6198
156.19,169.3841,-22.6267,-115.6365
156.21,169.3759,-22.6503,-115.6518
156.23,169.3676,-22.6739,-115.66
156.25,169.3591,-22.6975,-115.6736
156.27,169.3509,-22.7211,-115.6897
156.29,169.3427,-22.7448,-115.7039
156.31,169.3341,-22.7685,-115.7153
156.33,169.3256,-22.7921,-115.7317
156.35,169.3171,-22.8158,-115.7517
156.37,169.3085,-22.8394,-115.7743
156.39,169.2999,-22.863,-115.7834
156.41,169.2916,-22.8865,-115.8028
156.43,169.2832,-22.9103,-115.8184
156.45,169.2746,-22.9339,-115.8374
156.47,169.2662,-22.9576,-115.8559
156.49,169.2574,-22.9813,-115.8725
156.51,169.2492,-23.0048,-115.8797
156.53,169.2408,-23.0284,-115.8955
156.55,169.2324,-23.0519,-115.9141
156.57,169.2241,-23.0755,-115.9344
156.59,169.2156,-23.0992,-115.9484
156.61,169.2074,-23.1228,-115.9663
156.63,169.199,-23.1465,-115.9835
156.65,169.1906,-23.1702,-116.0056
156.67,169.1821,-23.1938,-116.0231
156.69,169.1737,-23.2176,-116.0341
156.71,169.1652,-23.2414,-116.0478
156.73,169.1567,-23.265,-116.0638
156.75,169.1481,-23.2885,-116.083
156.77,169.1399,-23.3121,-116.0937
156.79,169.1315,-23.3358,-116.1064
156.81,169.1231,-23.3594,-116.1286
156.83,169.1146,-23.3832,-116.1409
156.85,169.1062,-23.4072,-116.1598
156.87,169.0978,-23.4307,-116.1797
156.89,169.0894,-23.4542,-116.2034
156.91,169.081,-23.4777,-116.2087
156.93,169.0729,-23.5015,-116.2329
156.95,169.0647,-23.5252,-116.2486
156.97,169.0564,-23.5488,-116.2677
156.99,169.048,-23.5724,-116.2868
157.01,169.0399,-23.5961,-116.2972
157.03,169.0318,-23.6199,-116.3125
157.05,169.0236,-23.6434,-116.3285
157.07,169.0156,-23.6672,-116.3459
157.09,169.0073,-23.691,-116.3581
157.11,168.9991,-23.7147,-116.3783
157.13,168.991,-23.7385,-116.3895
157.15,168.9827,-23.7624,-116.4131
157.17,168.9744,-23.786,-116.4335
157.19,168.9662,-23.8099,-116.445
157.21,168.958,-23.8336,-116.4657
157.23,168.9498,-23.8573,-116.482
157.25,168.9416,-23.881,-116.5058
157.27,168.9333,-23.9045,-116.5202
157.29,168.9252,-23.9281,-116.5337
157.31,168.9169,-23.9517,-116.5451
157.33,168.9085,-23.9755,-116.564
157.35,168.9002,-23.9992,-116.5763
157.37,168.892,-24.023,-116.5936
157.39,168.884,-24.0466,-116.6126
157.41,168.8756,-24.0702,-116.6249
157.43,168.8673,-24.0939,-116.6434
157.45,168.8593,-24.1175,-116.6682
157.47,168.851,-24.1416,-116.6775
157.49,168.8427,-24.1654,-116.7078
157.51,168.8343,-24.189,-116.7176
157.53,168.826,-24.2128,-116.7312
157.55,168.818,-24.2366,-116.7534
157.57,168.8099,-24.2603,-116.7665
157.59,168.8015,-24.284,-116.7856
157.61,168.7935,-24.308,-116.8002
157.63,168.7853,-24.3316,-116.8232
157.65,168.7771,-24.3555,-116.8453
157.67,168.7692,-24.3793,-116.8607
157.69,168.7609,-24.403,-116.8728
157.71,168.7529,-24.4267,-116.885
157.73,168.7448,-24.4503,-116.9041
157.75,168.7366,-24.474,-116.9257
157.77,168.7283,-24.4977,-116.9468
157.79,168.7201,-24.5215,-116.9622
157.81,168.7118,-24.5455,-116.9757
157.83,168.7034,-24.5693,-116.9883
157.85,168.6951,-24.593,-117.0071
157.87,168.6871,-24.617,-117.0229
157.89,168.6789,-24.6408,-117.0437
157.91,168.6709,-24.6647,-117.058
157.93,168.6629,-24.6885,-117.0755
157.95,168.6547,-24.7124,-117.0914
157.97,168.6468,-24.7363,-117.1147
157.99,168.6387,-24.7604,-117.1311
158.01,168.6306,-24.7843,-117.1519
158.03,168.6226,-24.8081,-117.1663
158.05,168.6145,-24.8318,-117.1836
158.07,168.6062,-24.8556,-117.2058
158.09,168.598,-24.8793,-117.2167
158.11,168.5899,-24.9032,-117.2337
158.13,168.5817,-24.9268,-117.2512
158.15,168.5736,-24.9507,-117.2641
158.17,168.5654,-24.9745,-117.2892
158.19,168.5575,-24.9986,-117.3062
158.21,168.5492,-25.0223,-117.3224
158.23,168.5413,-25.0461,-117.3386
158.25,168.5335,-25.0701,-117.3542
158.27,168.5255,-25.0939,-117.3795
158.29,168.5172,-25.1176,-117.3941
158.31,168.5093,-25.1416,-117.4049
158.33,168.5015,-25.1656,-117.4256
158.35,168.4937,-25.1896,-117.4408
158.37,168.4857,-25.2135,-117.4577
158.39,168.4777,-25.2373,-117.4767
158.41,168.4697,-25.2613,-117.4969
158.43,168.462,-25.2852,-117.5161
158.45,168.454,-25.3092,-117.5357
158.47,168.4461,-25.3333,-117.5492
158.49,168.4377,-25.357,-117.5693
158.51,168.4297,-25.381,-117.5916
158.53,168.4218,-25.405,-117.6108
158.55,168.414,-25.4288,-117.6205
158.57,168.4059,-25.4528,-117.6367
158.59,168.3978,-25.4769,-117.6529
158.61,168.39,-25.501,-117.674
158.63,168.3821,-25.5248,-117.6891
158.65,168.3744,-25.5489,-117.7152
158.67,168.3664,-25.5728,-117.741
158.69,168.3583,-25.597,-117.7504
158.71,168.3503,-25.621,-117.7599
158.73,168.3424,-25.6447,-117.7799
158.75,168.3343,-25.6686,-117.8008
158.77,168.3265,-25.6924,-117.8159
158.79,168.3188,-25.7163,-117.8309
158.81,168.3109,-25.7403,-117.8495
158.83,168.303,-25.7642,-117.8648
158.85,168.2951,-25.7881,-117.8892
158.87,168.2872,-25.812,-117.9094
158.89,168.2792,-25.8358,-117.9235
158.91,168.2713,-25.8598,-117.9355
158.93,168.2635,-25.8837,-117.9567
158.95,168.2555,-25.9077,-117.975
158.97,168.2474,-25.9315,-117.9969
158.99,168.2394,-25.9557,-118.0125
159.01,168.2314,-25.9797,-118.0304
159.03,168.2238,-26.0035,-118.0497
159.05,168.2159,-26.0271,-118.0674
159.07,168.208,-26.0511,-118.0909
159.09,168.2,-26.0752,-118.1094
159.11,168.1923,-26.0993,-118.1201
159.13,168.1845,-26.1231,-118.1432
159.15,168.1766,-26.1469,-118.1668
159.17,168.1686,-26.1708,-118.1814
159.19,168.1607,-26.1947,-118.2
159.21,168.1528,-26.219,-118.2053
159.23,168.1448,-26.243,-118.2257
159.25,168.137,-26.267,-118.2487
159.27,168.129,-26.291,-118.2642
159.29,168.1212,-26.3151,-118.2802
159.31,168.1133,-26.3392,-118.302
159.33,168.1053,-26.3632,-118.3224
159.35,168.0975,-26.3872,-118.3398
159.37,168.0895,-26.4113,-118.3564
159.39,168.0815,-26.4353,-118.3724
159.41,168.0735,-26.4595,-118.3936
159.43,168.0658,-26.4835,-118.4115
159.45,168.0582,-26.5076,-118.4328
159.47,168.0501,-26.5315,-118.4509
159.49,168.0419,-26.5555,-118.4751
159.51,168.0344,-26.5794,-118.489
159.53,168.0266,-26.6036,-118.5088
159.55,168.0189,-26.6278,-118.5286
159.57,168.0111,-26.6519,-118.5349
159.59,168.0034,-26.676,-118.5567
159.61,167.9957,-26.7,-118.5699
159.63,167.9878,-26.7241,-118.5934
159.65,167.98,-26.7482,-118.6134
159.67,167.9721,-26.7721,-118.6317
159.69,167.9644,-26.7962,-118.646
159.71,167.9564,-26.8205,-118.6659
159.73,167.9484,-26.8443,-118.6862
159.75,167.9404,-26.8684,-118.7039
159.77,167.9327,-26.8925,-118.724
159.79,167.925,-26.9168,-118.7467
159.81,167.9171,-26.9409,-118.76
159.83,167.9091,-26.9647,-118.7896
159.85,167.9015,-26.9888,-118.8039
159.87,167.894,-27.0128,-118.8218
159.89,167.886,-27.0371,-118.8356
159.91,167.8778,-27.0611,-118.8522
159.93,167.8703,-27.0853,-118.8702
159.95,167.8624,-27.109,-118.8905
159.97,167.8545,-27.1332,-118.9039
159.99,167.8467,-27.157,-118.9277
160.01,167.8391,-27.1812,-118.9407
160.03,167.8312,-27.2055,-118.9659
160.05,167.8235,-27.2295,-118.9836
160.07,167.8158,-27.2536,-119
160.09,167.8076,-27.2779,-119.0191
160.11,167.7997,-27.3021,-119.0312
160.13,167.7919,-27.3261,-119.0525
160.15,167.7841,-27.3501,-119.0787
160.17,167.7763,-27.3745,-119.0914
160.19,167.7685,-27.3985,-119.111
160.21,167.7607,-27.4229,-119.1321
160.23,167.753,-27.447,-119.1446
160.25,167.7451,-27.4713,-119.1735
160.27,167.7372,-27.4951,-119.1921
160.29,167.7292,-27.5192,-119.2028
160.31,167.7214,-27.5432,-119.2186
160.33,167.7137,-27.5675,-119.2361
160.35,167.7059,-27.5919,-119.2621
160.37,167.698,-27.6162,-119.2763
160.39,167.6901,-27.6404,-119.2893
160.41,167.6826,-27.6648,-119.3149
160.43,167.6746,-27.6892,-119.3313
160.45,167.6668,-27.7133,-119.3499
160.47,167.6591,-27.7378,-119.3783
160.49,167.6513,-27.7616,-119.4042
160.51,167.6436,-27.7857,-119.4176
160.53,167.636,-27.8098,-119.4344
160.55,167.6281,-27.8339,-119.4464
160.57,167.6204,-27.858,-119.4685
160.59,167.6128,-27.8822,-119.4808
160.61,167.605,-27.9062,-119.5014
160.63,167.5974,-27.9304,-119.5195
160.65,167.5896,-27.9545,-119.5409
160.67,167.5819,-27.9787,-119.5554
160.69,167.5742,-28.0031,-119.5742
160.71,167.5664,-28.0274,-119.5943
160.73,167.5585,-28.0514,-119.6167
160.75,167.5505,-28.0755,-119.638
160.77,167.5426,-28.0996,-119.6544
160.79,167.5348,-28.1237,-119.6742
160.81,167.527,-28.1478,-119.6873
160.83,167.5192,-28.172,-119.7142
160.85,167.5116,-28.1961,-119.7276
160.87,167.5038,-28.2203,-119.7464
160.89,167.4962,-28.2445,-119.771
160.91,167.4883,-28.2686,-119.7871
160.93,167.4807,-28.2929,-119.8016
160.95,167.4731,-28.3171,-119.8191
160.97,167.4651,-28.3412,-119.8367
160.99,167.4574,-28.3653,-119.8572
161.01,167.45,-28.3895,-119.8736
161.03,167.4424,-28.4137,-119.8993
161.05,167.4348,-28.4378,-119.9193
161.07,167.4272,-28.4618,-119.9368
161.09,167.4194,-28.4859,-119.9516
161.11,167.4116,-28.5102,-119.974
161.13,167.4042,-28.5345,-119.9903
161.15,167.3963,-28.5588,-120.0097
161.17,167.3887,-28.583,-120.0324
161.19,167.3813,-28.6075,-120.0481
161.21,167.3735,-28.6318,-120.0707
161.23,167.3657,-28.6558,-120.0879
161.25,167.3579,-28.6802,-120.1131
161.27,167.3502,-28.7045,-120.1379
161.29,167.3428,-28.7286,-120.1524
161.31,167.3352,-28.7531,-120.16
161.33,167.3271,-28.7776,-120.1762
161.35,167.3195,-28.8019,-120.1991
161.37,167.3118,-28.8261,-120.2143
161.39,167.3042,-28.8504,-120.2393
161.41,167.2966,-28.8747,-120.2544
161.43,167.2889,-28.8988,-120.2774
161.45,167.2812,-28.9232,-120.2994
161.47,167.2734,-28.9474,-120.3177
161.49,167.2659,-28.9717,-120.332
161.51,167.2583,-28.996,-120.3513
161.53,167.2502,-29.0204,-120.3758
161.55,167.2425,-29.0445,-120.3997
161.57,167.2348,-29.0688,-120.4236
161.59,167.2272,-29.0931,-120.4442
161.61,167.2194,-29.1174,-120.4507
161.63,167.2118,-29.1414,-120.4695
161.65,167.2044,-29.1658,-120.4883
161.67,167.1968,-29.1902,-120.5063
161.69,167.189,-29.2144,-120.525
161.71,167.1814,-29.239,-120.5515
161.73,167.1736,-29.263,-120.5668
161.75,167.1659,-29.2874,-120.5824
161.77,167.1583,-29.3116,-120.5999
161.79,167.1505,-29.336,-120.6205
161.81,167.1428,-29.3604,-120.6398
161.83,167.1351,-29.3849,-120.6621
161.85,167.1273,-29.409,-120.6844
161.87,167.1197,-29.4334,-120.708
161.89,167.112,-29.458,-120.7187
161.91,167.1043,-29.4823,-120.7382
161.93,167.0969,-29.5066,-120.7591
161.95,167.0893,-29.5308,-120.774
161.97,167.0815,-29.5552,-120.7962
161.99,167.0739,-29.5796,-120.8157
162.01,167.066,-29.604,-120.8381
162.03,167.0583,-29.6282,-120.8671
162.05,167.0507,-29.6526,-120.8918
162.07,167.0431,-29.6769,-120.9112
162.09,167.0355,-29.7012,-120.9194
162.11,167.028,-29.7254,-120.9327
162.13,167.0204,-29.7497,-120.9527
162.15,167.0128,-29.7739,-120.9728
162.17,167.0049,-29.7982,-120.991
162.19,166.9973,-29.8223,-121.0148
162.21,166.9894,-29.8466,-121.0343
162.23,166.9816,-29.8708,-121.049
162.25,166.9741,-29.8952,-121.074
162.27,166.9662,-29.9196,-121.1019
162.29,166.9584,-29.9441,-121.1237
162.31,166.9509,-29.9683,-121.1511
162.33,166.9431,-29.9925,-121.1514
162.35,166.9357,-30.0169,-121.166
162.37,166.9281,-30.0414,-121.1854
162.39,166.9206,-30.0657,-121.2059
162.41,166.9127,-30.0901,-121.2269
162.43,166.9053,-30.1145,-121.2429
162.45,166.8973,-30.1391,-121.2721
162.47,166.8897,-30.1635,-121.2899
162.49,166.8818,-30.1879,-121.3214
162.51,166.8742,-30.2123,-121.3396
162.53,166.8666,-30.2366,-121.353
162.55,166.8588,-30.2611,-121.3661
162.57,166.8513,-30.2856,-121.3853
162.59,166.8437,-30.3099,-121.4039
162.61,166.8358,-30.3344,-121.4206
162.63,166.828,-30.3589,-121.4468
162.65,166.8206,-30.3835,-121.4643
162.67,166.8126,-30.4077,-121.4804
162.69,166.8052,-30.4322,-121.4988
162.71,166.7975,-30.4568,-121.5228
162.73,166.7899,-30.481,-121.5404
162.75,166.7824,-30.5054,-121.5626
162.77,166.7746,-30.5296,-121.5854
162.79,166.7669,-30.5541,-121.6061
162.81,166.7593,-30.5784,-121.6296
162.83,166.7512,-30.603,-121.6494
162.85,166.7436,-30.6275,-121.6756
162.87,166.7357,-30.6516,-121.7036
162.89,166.7279,-30.676,-121.7091
162.91,166.7202,-30.7003,-121.7296
162.93,166.7125,-30.7249,-121.7438
162.95,166.7048,-30.7493,-121.7625
162.97,166.697,-30.7737,-121.7785
162.99,166.6893,-30.7983,-121.8003
163.01,166.6817,-30.8227,-121.8176
163.03,166.674,-30.8473,-121.8406
163.05,166.6665,-30.8716,-121.8665
163.07,166.659,-30.896,-121.8889
163.09,166.6511,-30.9205,-121.9064
163.11,166.6435,-30.9449,-121.9182
163.13,166.6358,-30.9692,-121.9392
163.15,166.628,-30.9936,-121.9588
163.17,166.6202,-31.0181,-121.9799
163.19,166.6124,-31.0426,-122.0007
163.21,166.6046,-31.0671,-122.0237
163.23,166.597,-31.0912,-122.0421
163.25,166.5891,-31.1157,-122.0651
163.27,166.5814,-31.1402,-122.0913
163.29,166.5736,-31.1648,-122.099
163.31,166.566,-31.1894,-122.1243
163.33,166.5584,-31.2139,-122.1408
163.35,166.5506,-31.2384,-122.1572
163.37,166.5429,-31.263,-122.1791
163.39,166.5352,-31.2875,-122.1956
163.41,166.5275,-31.3119,-122.2201
163.43,166.5199,-31.3365,-122.235
163.45,166.5123,-31.3611,-122.2651
163.47,166.5049,-31.3853,-122.285
163.49,166.4971,-31.4096,-122.3024
163.51,166.489,-31.4343,-122.3291
163.53,166.4811,-31.4586,-122.3495
163.55,166.4735,-31.4831,-122.3712
163.57,166.4657,-31.5075,-122.3854
163.59,166.4582,-31.532,-122.4036
163.61,166.4502,-31.5565,-122.4204
163.63,166.4424,-31.5811,-122.4371
163.65,166.4346,-31.6056,-122.4669
163.67,166.427,-31.6303,-122.4848
163.69,166.4195,-31.6551,-122.5048
163.71,166.4119,-31.6797,-122.5264
163.73,166.4041,-31.7043,-122.5494
163.75,166.3964,-31.7289,-122.5662
163.77,166.3886,-31.7534,-122.58
163.79,166.3813,-31.7778,-122.6038
163.81,166.3736,-31.8023,-122.6165
163.83,166.366,-31.8268,-122.6428
163.85,166.3582,-31.8515,-122.6608
163.87,166.3502,-31.8758,-122.6855
163.89,166.3425,-31.9003,-122.7063
163.91,166.3348,-31.9248,-122.7181
163.93,166.3271,-31.9494,-122.7372
163.95,166.3193,-31.974,-122.7643
163.97,166.3116,-31.9984,-122.7828
163.99,166.3037,-32.0229,-122.8043
164.01,166.2961,-32.0475,-122.8211
164.03,166.2885,-32.0719,-122.8463
164.05,166.2808,-32.0966,-122.864
164.07,166.273,-32.1212,-122.8925
164.09,166.2653,-32.1458,-122.9083
164.11,166.2574,-32.1705,-122.9286
164.13,166.2496,-32.1952,-122.9506
164.15,166.2418,-32.2195,-122.9723
164.17,166.2339,-32.2442,-122.9892
164.19,166.2261,-32.2689,-123.0098
164.21,166.2183,-32.2934,-123.031
164.23,166.2105,-32.3182,-123.0487
164.25,166.2027,-32.3428,-123.0723
164.27,166.1949,-32.3674,-123.0877
164.29,166.1871,-32.3922,-123.1049
164.31,166.1792,-32.4169,-123.1281
164.33,166.1714,-32.4416,-123.1469
164.35,166.1637,-32.4664,-123.168
164.37,166.156,-32.4911,-123.1948
164.39,166.1481,-32.5156,-123.217
164.41,166.1404,-32.5402,-123.2352
164.43,166.1327,-32.5647,-123.2605
164.45,166.1247,-32.5893,-123.2815
164.47,166.1167,-32.614,-123.2889
164.49,166.1091,-32.6386,-123.3118
164.51,166.1014,-32.6631,-123.3298
164.53,166.0935,-32.6876,-123.3495
164.55,166.0861,-32.7124,-123.3757
164.57,166.0781,-32.7372,-123.394
164.59,166.0706,-32.7616,-123.4131
164.61,166.0626,-32.7865,-123.4295
164.63,166.0548,-32.8112,-123.4544
164.65,166.0471,-32.8359,-123.4774
164.67,166.0394,-32.8607,-123.4981
164.69,166.0316,-32.8855,-123.5176
164.71,166.0235,-32.9101,-123.5342
164.73,166.0159,-32.9345,-123.5605
164.75,166.008,-32.959,-123.5846
164.77,166.0001,-32.9836,-123.6081
164.79,165.9923,-33.0085,-123.6402
164.81,165.9846,-33.0331,-123.6499
164.83,165.977,-33.0579,-123.662
164.85,165.9692,-33.0825,-123.678
164.87,165.9615,-33.1072,-123.6969
164.89,165.9538,-33.1319,-123.716
164.91,165.9461,-33.1566,-123.7384
164.93,165.9384,-33.1814,-123.7679
164.95,165.9307,-33.2061,-123.7842
164.97,165.9228,-33.2307,-123.8022
164.99,165.9148,-33.2554,-123.8208
165.01,165.907,-33.2802,-123.8385
165.03,165.899,-33.3049,-123.8635
165.05,165.8913,-33.3294,-123.8805
165.07,165.8833,-33.3539,-123.9017
165.09,165.8756,-33.3788,-123.9268
165.11,165.868,-33.4035,-123.9472
165.13,165.8601,-33.4282,-123.9701
165.15,165.8524,-33.4532,-123.9911
165.17,165.8445,-33.4777,-124.0129
165.19,165.8367,-33.5024,-124.0248
165.21,165.8289,-33.527,-124.0531
165.23,165.8211,-33.5517,-124.0729
165.25,165.8134,-33.5766,-124.0916
165.27,165.8058,-33.6012,-124.1153
165.29,165.7984,-33.626,-124.135
165.31,165.7904,-33.6508,-124.1502
165.33,165.7824,-33.6754,-124.1786
165.35,165.7745,-33.7001,-124.2016
165.37,165.7663,-33.725,-124.2161
165.39,165.7583,-33.7497,-124.232
165.41,165.7506,-33.7745,-124.2587
165.43,165.7426,-33.7993,-124.2774
165.45,165.7347,-33.8241,-124.2992
165.47,165.7268,-33.8488,-124.3242
165.49,165.7189,-33.8733,-124.3426
165.51,165.7111,-33.8981,-124.3573
165.53,165.7031,-33.9229,-124.3825
165.55,165.6954,-33.9479,-124.3993
